,时间,标题,股票代码,问询函类型,文件地址
0,2020-07-23 19:10:07,关于湖北美尔雅股份有限公司的重大资产重组预案审核意见函,600107,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139644401384102.pdf
1,2020-07-23 17:50:31,关于文一三佳科技股份有限公司的问询函,600520,问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/enquiry/c/8139644401310158.pdf
2,2020-07-21 19:40:07,关于大连港股份有限公司的重大资产重组预案信息披露的问询函,601880,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139644401130714.pdf
3,2020-07-21 19:40:07,关于营口港务股份有限公司的重大资产重组预案信息披露问询函,600317,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139644401131280.pdf
4,2020-07-21 17:10:48,关于西藏珠峰资源股份有限公司的定期报告信息披露监管问询函,600338,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139644401012847.pdf
5,2020-07-20 20:50:06,关于展鹏科技股份有限公司的重大资产重组预案审核意见函,603488,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139644401002759.pdf
6,2020-07-20 19:30:06,关于广东榕泰实业股份有限公司的定期报告信息披露监管问询函,600589,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139644400991815.pdf
7,2020-07-20 17:10:32,关于新疆拉夏贝尔服饰股份有限公司2019年年度报告的信息披露监管问询函,603157,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139644400831183.pdf
8,2020-07-15 18:00:06,关于福建实达集团股份有限公司的定期报告信息披露监管问询函,600734,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139583316592076.pdf
9,2020-07-15 17:10:06,关于洲际油气股份有限公司的定期报告信息披露监管问询函,600759,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139583316472350.pdf
10,2020-07-10 19:20:05,关于浙江瀚叶股份有限公司的定期报告信息披露监管问询函,600226,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139564899629948.pdf
11,2020-07-09 19:40:05,关于对卓郎智能技术股份有限公司2019年年度报告信息披露监管问询函,600545,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139522232123503.pdf
12,2020-07-09 18:50:05,关于浙江天成自控股份有限公司的定期报告信息披露监管问询函,603085,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139522232116590.pdf
13,2020-07-09 17:10:27,关于商赢环球股份有限公司的2019年年报审核问询函,600146,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139522232024243.pdf
14,2020-07-08 19:30:05,关于对重庆啤酒股份有限公司重大资产重组预案的信息披露问询函,600132,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139522231981674.pdf
15,2020-07-08 17:10:05,关于大唐电信科技股份有限公司的重大资产重组预案审核意见函,600198,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139522231857246.pdf
16,2020-07-07 19:30:05,关于对广东文灿压铸股份有限公司重大资产购买报告书（草案）信息披露的问询函,603348,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139522231827471.pdf
17,2020-07-03 20:20:04,关于大连圣亚旅游控股股份有限公司的问询函,600593,问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/enquiry/c/8139478405773707.pdf
18,2020-07-03 20:10:05,关于新疆同济堂健康产业股份有限公司的定期报告信息披露监管问询函,600090,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139478405773048.pdf
19,2020-07-03 17:50:05,关于国美通讯设备股份有限公司的重大资产重组预案审核意见函,600898,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139478405742413.pdf
20,2020-07-03 17:10:27,关于吉林森林工业股份有限公司的定期报告信息披露监管问询函,600189,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139478405635808.pdf
21,2020-07-01 17:10:04,关于东方金钰股份有限公司的定期报告信息披露监管问询函,600086,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139478405260350.pdf
22,2020-06-29 17:10:04,关于对上海益民商业集团股份有限公司重大资产重组预案的信息披露问询函,600824,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139461146767937.pdf
23,2020-06-23 20:30:03,关于中珠医疗控股股份有限公司的问询函,600568,问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/enquiry/c/8139400062104802.pdf
24,2020-06-22 21:50:03,关于对宁波杉杉股份有限公司重大资产购买预案信息披露的问询函,600884,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139400061923349.pdf
25,2020-06-21 17:10:03,关于天士力医药集团股份有限公司的重大资产重组预案审核意见函,600535,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139400061723612.pdf
26,2020-06-19 17:40:03,关于中珠医疗控股股份有限公司的定期报告信息披露监管问询函,600568,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139338977915329.pdf
27,2020-06-18 18:40:02,关于对东风电子科技股份有限公司发行股份购买资产暨关联交易预案信息披露的问询函,600081,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139338977774865.pdf
28,2020-06-18 17:10:24,关于太原狮头水泥股份有限公司的重大资产重组报告书审核意见函,600539,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139338977633584.pdf
29,2020-06-17 19:20:03,关于熊猫金控股份有限公司的定期报告信息披露监管问询函,600599,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139338977607967.pdf
30,2020-06-17 19:10:02,关于杭州天目山药业股份有限公司的定期报告信息披露监管问询函,600671,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139338977606385.pdf
31,2020-06-17 17:10:02,关于中储发展股份有限公司的定期报告信息披露监管问询函,600787,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139338977403712.pdf
32,2020-06-16 17:30:02,关于对厦门华侨电子股份有限公司对外投资相关事项的问询函,600870,问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/enquiry/c/8139338977410833.pdf
33,2020-06-15 21:40:02,关于商赢环球股份有限公司关联交易事项的问询函,600146,问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/enquiry/c/8139338977295932.pdf
34,2020-06-15 17:10:02,关于超讯通信股份有限公司的定期报告信息披露监管问询函,603322,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139338977196851.pdf
35,2020-06-14 17:30:02,关于浙大网新科技股份有限公司的定期报告信息披露监管问询函,600797,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139338977123752.pdf
36,2020-06-12 22:10:02,关于青海华鼎实业股份有限公司的问询函,600243,问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/enquiry/c/8139277892909726.pdf
37,2020-06-12 18:10:01,关于沈阳商业城股份有限公司重大资产出售及发行股份购买资产暨关联交易预案信息披露的问询函,600306,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139277892865783.pdf
38,2020-06-12 18:00:02,关于北京航天长峰股份有限公司的定期报告信息披露监管问询函,600855,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892863629.pdf
39,2020-06-12 17:30:04,关于万向德农股份有限公司2019年年度报告的信息披露监管问询函,600371,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892840888.pdf
40,2020-06-12 17:30:02,关于阳煤化工股份有限公司出售资产暨关联交易事项的问询函,600691,问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/enquiry/c/8139277892842109.pdf
41,2020-06-12 17:10:02,关于上海联明机械股份有限公司的重大资产重组预案审核意见函,603006,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139277892711721.pdf
42,2020-06-11 19:20:02,关于江苏吉鑫风能科技股份有限公司2019年年度报告的信息披露监管二次问询函,601218,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892693536.pdf
43,2020-06-11 18:40:02,关于龙元建设集团股份有限公司的定期报告信息披露监管问询函,600491,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892684561.pdf
44,2020-06-11 18:10:02,关于广东明珠集团股份有限公司的定期报告信息披露监管问询函,600382,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892674143.pdf
45,2020-06-11 17:50:02,关于郑州德恒宏盛科技发展股份有限公司的重大资产重组预案审核意见函,600817,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139277892665628.pdf
46,2020-06-11 17:10:02,关于郑州德恒宏盛科技发展股份有限公司的重大资产重组预案审核意见函,600817,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139277892552494.pdf
47,2020-06-10 18:20:02,关于湖南百利工程科技股份有限公司的定期报告信息披露监管问询函,603959,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892468850.pdf
48,2020-06-09 19:50:01,关于力帆实业（集团）股份有限公司2019年年度报告的信息披露监管问询函,601777,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892382178.pdf
49,2020-06-09 19:00:02,关于上海航天汽车机电股份有限公司2019年年度报告的信息披露监管问询函,600151,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892372449.pdf
50,2020-06-09 18:00:02,关于对陕西航天动力高科技股份有限公司2019年年度报告信息披露监管问询函,600343,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892346038.pdf
51,2020-06-09 17:50:01,关于江苏玉龙钢管股份有限公司的定期报告信息披露监管问询函,601028,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892349982.pdf
52,2020-06-09 17:40:01,关于江西长运股份有限公司的定期报告信息披露监管问询函,600561,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892340559.pdf
53,2020-06-09 17:10:02,关于白银有色集团股份有限公司的定期报告信息披露监管问询函,601212,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892223424.pdf
54,2020-06-09 17:10:02,关于河北福成五丰食品股份有限公司的2019年年报信息披露监管问询函,600965,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892226602.pdf
55,2020-06-08 19:40:01,关于尚纬股份有限公司的定期报告信息披露监管问询函,603333,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892202668.pdf
56,2020-06-08 18:30:01,关于江苏综艺股份有限公司的定期报告信息披露监管问询函,600770,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892127077.pdf
57,2020-06-08 17:10:01,关于安徽铜峰电子股份有限公司的定期报告信息披露监管问询函,600237,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892124429.pdf
58,2020-06-05 19:20:01,关于北汽福田汽车股份有限公司2019年年度报告的信息披露监管问询函,600166,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139216808529095.pdf
59,2020-06-05 17:10:25,关于上海宏达矿业股份有限公司的定期报告信息披露监管问询函,600532,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139216808441636.pdf
60,2020-07-23 19:10:07,关于湖北美尔雅股份有限公司的重大资产重组预案审核意见函,600107,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139644401384102.pdf
61,2020-07-23 17:50:31,关于文一三佳科技股份有限公司的问询函,600520,问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/enquiry/c/8139644401310158.pdf
62,2020-07-21 19:40:07,关于大连港股份有限公司的重大资产重组预案信息披露的问询函,601880,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139644401130714.pdf
63,2020-07-21 19:40:07,关于营口港务股份有限公司的重大资产重组预案信息披露问询函,600317,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139644401131280.pdf
64,2020-07-21 17:10:48,关于西藏珠峰资源股份有限公司的定期报告信息披露监管问询函,600338,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139644401012847.pdf
65,2020-07-20 20:50:06,关于展鹏科技股份有限公司的重大资产重组预案审核意见函,603488,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139644401002759.pdf
66,2020-07-20 19:30:06,关于广东榕泰实业股份有限公司的定期报告信息披露监管问询函,600589,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139644400991815.pdf
67,2020-07-20 17:10:32,关于新疆拉夏贝尔服饰股份有限公司2019年年度报告的信息披露监管问询函,603157,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139644400831183.pdf
68,2020-07-15 18:00:06,关于福建实达集团股份有限公司的定期报告信息披露监管问询函,600734,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139583316592076.pdf
69,2020-07-15 17:10:06,关于洲际油气股份有限公司的定期报告信息披露监管问询函,600759,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139583316472350.pdf
70,2020-07-10 19:20:05,关于浙江瀚叶股份有限公司的定期报告信息披露监管问询函,600226,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139564899629948.pdf
71,2020-07-09 19:40:05,关于对卓郎智能技术股份有限公司2019年年度报告信息披露监管问询函,600545,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139522232123503.pdf
72,2020-07-09 18:50:05,关于浙江天成自控股份有限公司的定期报告信息披露监管问询函,603085,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139522232116590.pdf
73,2020-07-09 17:10:27,关于商赢环球股份有限公司的2019年年报审核问询函,600146,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139522232024243.pdf
74,2020-07-08 19:30:05,关于对重庆啤酒股份有限公司重大资产重组预案的信息披露问询函,600132,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139522231981674.pdf
75,2020-07-08 17:10:05,关于大唐电信科技股份有限公司的重大资产重组预案审核意见函,600198,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139522231857246.pdf
76,2020-07-07 19:30:05,关于对广东文灿压铸股份有限公司重大资产购买报告书（草案）信息披露的问询函,603348,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139522231827471.pdf
77,2020-07-03 20:20:04,关于大连圣亚旅游控股股份有限公司的问询函,600593,问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/enquiry/c/8139478405773707.pdf
78,2020-07-03 20:10:05,关于新疆同济堂健康产业股份有限公司的定期报告信息披露监管问询函,600090,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139478405773048.pdf
79,2020-07-03 17:50:05,关于国美通讯设备股份有限公司的重大资产重组预案审核意见函,600898,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139478405742413.pdf
80,2020-07-03 17:10:27,关于吉林森林工业股份有限公司的定期报告信息披露监管问询函,600189,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139478405635808.pdf
81,2020-07-01 17:10:04,关于东方金钰股份有限公司的定期报告信息披露监管问询函,600086,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139478405260350.pdf
82,2020-06-29 17:10:04,关于对上海益民商业集团股份有限公司重大资产重组预案的信息披露问询函,600824,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139461146767937.pdf
83,2020-06-23 20:30:03,关于中珠医疗控股股份有限公司的问询函,600568,问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/enquiry/c/8139400062104802.pdf
84,2020-06-22 21:50:03,关于对宁波杉杉股份有限公司重大资产购买预案信息披露的问询函,600884,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139400061923349.pdf
85,2020-06-21 17:10:03,关于天士力医药集团股份有限公司的重大资产重组预案审核意见函,600535,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139400061723612.pdf
86,2020-06-19 17:40:03,关于中珠医疗控股股份有限公司的定期报告信息披露监管问询函,600568,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139338977915329.pdf
87,2020-06-18 18:40:02,关于对东风电子科技股份有限公司发行股份购买资产暨关联交易预案信息披露的问询函,600081,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139338977774865.pdf
88,2020-06-18 17:10:24,关于太原狮头水泥股份有限公司的重大资产重组报告书审核意见函,600539,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139338977633584.pdf
89,2020-06-17 19:20:03,关于熊猫金控股份有限公司的定期报告信息披露监管问询函,600599,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139338977607967.pdf
90,2020-06-17 19:10:02,关于杭州天目山药业股份有限公司的定期报告信息披露监管问询函,600671,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139338977606385.pdf
91,2020-06-17 17:10:02,关于中储发展股份有限公司的定期报告信息披露监管问询函,600787,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139338977403712.pdf
92,2020-06-16 17:30:02,关于对厦门华侨电子股份有限公司对外投资相关事项的问询函,600870,问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/enquiry/c/8139338977410833.pdf
93,2020-06-15 21:40:02,关于商赢环球股份有限公司关联交易事项的问询函,600146,问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/enquiry/c/8139338977295932.pdf
94,2020-06-15 17:10:02,关于超讯通信股份有限公司的定期报告信息披露监管问询函,603322,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139338977196851.pdf
95,2020-06-14 17:30:02,关于浙大网新科技股份有限公司的定期报告信息披露监管问询函,600797,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139338977123752.pdf
96,2020-06-12 22:10:02,关于青海华鼎实业股份有限公司的问询函,600243,问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/enquiry/c/8139277892909726.pdf
97,2020-06-12 18:10:01,关于沈阳商业城股份有限公司重大资产出售及发行股份购买资产暨关联交易预案信息披露的问询函,600306,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139277892865783.pdf
98,2020-06-12 18:00:02,关于北京航天长峰股份有限公司的定期报告信息披露监管问询函,600855,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892863629.pdf
99,2020-06-12 17:30:04,关于万向德农股份有限公司2019年年度报告的信息披露监管问询函,600371,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892840888.pdf
100,2020-06-12 17:30:02,关于阳煤化工股份有限公司出售资产暨关联交易事项的问询函,600691,问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/enquiry/c/8139277892842109.pdf
101,2020-06-12 17:10:02,关于上海联明机械股份有限公司的重大资产重组预案审核意见函,603006,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139277892711721.pdf
102,2020-06-11 19:20:02,关于江苏吉鑫风能科技股份有限公司2019年年度报告的信息披露监管二次问询函,601218,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892693536.pdf
103,2020-06-11 18:40:02,关于龙元建设集团股份有限公司的定期报告信息披露监管问询函,600491,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892684561.pdf
104,2020-06-11 18:10:02,关于广东明珠集团股份有限公司的定期报告信息披露监管问询函,600382,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892674143.pdf
105,2020-06-11 17:50:02,关于郑州德恒宏盛科技发展股份有限公司的重大资产重组预案审核意见函,600817,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139277892665628.pdf
106,2020-06-11 17:10:02,关于郑州德恒宏盛科技发展股份有限公司的重大资产重组预案审核意见函,600817,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139277892552494.pdf
107,2020-06-10 18:20:02,关于湖南百利工程科技股份有限公司的定期报告信息披露监管问询函,603959,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892468850.pdf
108,2020-06-09 19:50:01,关于力帆实业（集团）股份有限公司2019年年度报告的信息披露监管问询函,601777,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892382178.pdf
109,2020-06-09 19:00:02,关于上海航天汽车机电股份有限公司2019年年度报告的信息披露监管问询函,600151,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892372449.pdf
110,2020-06-09 18:00:02,关于对陕西航天动力高科技股份有限公司2019年年度报告信息披露监管问询函,600343,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892346038.pdf
111,2020-06-09 17:50:01,关于江苏玉龙钢管股份有限公司的定期报告信息披露监管问询函,601028,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892349982.pdf
112,2020-06-09 17:40:01,关于江西长运股份有限公司的定期报告信息披露监管问询函,600561,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892340559.pdf
113,2020-06-09 17:10:02,关于白银有色集团股份有限公司的定期报告信息披露监管问询函,601212,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892223424.pdf
114,2020-06-09 17:10:02,关于河北福成五丰食品股份有限公司的2019年年报信息披露监管问询函,600965,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892226602.pdf
115,2020-06-08 19:40:01,关于尚纬股份有限公司的定期报告信息披露监管问询函,603333,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892202668.pdf
116,2020-06-08 18:30:01,关于江苏综艺股份有限公司的定期报告信息披露监管问询函,600770,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892127077.pdf
117,2020-06-08 17:10:01,关于安徽铜峰电子股份有限公司的定期报告信息披露监管问询函,600237,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139277892124429.pdf
118,2020-06-05 19:20:01,关于北汽福田汽车股份有限公司2019年年度报告的信息披露监管问询函,600166,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139216808529095.pdf
119,2020-06-05 17:10:25,关于上海宏达矿业股份有限公司的定期报告信息披露监管问询函,600532,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139216808441636.pdf
120,2020-06-05 17:10:25,关于鹏欣环球资源股份有限公司的定期报告信息披露监管问询函,600490,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139216808395923.pdf
121,2020-06-05 17:10:25,关于科达集团股份有限公司的定期报告信息披露监管二次问询函,600986,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139216808395250.pdf
122,2020-06-04 19:00:02,关于丹化化工科技股份有限公司的定期报告信息披露二次监管问询函,600844,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139216808344278.pdf
123,2020-06-04 19:00:02,关于辽宁曙光汽车集团股份有限公司2019年年度报告的信息披露监管问询函,600303,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139216808343880.pdf
124,2020-06-04 18:30:01,关于重庆秦安机电股份有限公司的定期报告信息披露监管问询函,603758,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139216808340043.pdf
125,2020-06-04 17:10:24,关于广汇能源股份有限公司的定期报告信息披露监管问询函,600256,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139216808217711.pdf
126,2020-06-04 17:10:24,关于贵人鸟股份有限公司2019年年度报告的信息披露监管问询函,603555,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139216808215827.pdf
127,2020-06-04 17:10:24,关于海南天然橡胶产业集团股份有限公司的定期报告信息披露监管问询函,601118,定期报告信息披露监管问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/opinion/c/8139216808217163.pdf
128,2020-06-03 22:00:01,关于格力地产股份有限公司的重大资产重组预案审核意见函,600185,重大资产重组预案审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/8139216808210223.pdf
129,2020-06-03 21:00:02,关于对河南银鸽实业投资股份有限公司股东增持相关媒体报道事项的工作函,600069,问询函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/enquiry/c/8139216808207787.pdf
