,时间,标题,股票代码,问询函类型,文件地址
2675,2016-02-19 17:23:09,关于对青海金瑞矿业发展股份有限公司重大资产出售暨关联交易预案信息披露的问询函,600714,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119141.pdf
2676,2016-02-19 17:27:40,关于对宁波热电股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,600982,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119144.pdf
2677,2016-02-19 17:23:51,关于对北京京能电力股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,600578,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119142.pdf
2678,2016-02-17 14:13:00,关于对宁波博威合金材料股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,601137,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119138.pdf
2679,2016-02-17 14:12:42,关于对宁波港股份有限公司发行股份购买资产暨关联交易预案信息披露的问询函,601018,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119139.pdf
2680,2016-02-03 09:02:28,关于对唐山港集团股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,601000,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119137.pdf
2681,2016-02-03 09:01:55,关于对浙江富润股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,600070,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119136.pdf
2682,2016-02-17 14:12:22,关于对西安博通资讯股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,600455,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119140.pdf
2683,2016-01-29 14:22:05,关于对重庆万里新能源股份有限公司重大资产出售及发行股份购买资产并募集配套资金预案信息披露的问询函,600847,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119135.pdf
2684,2016-01-29 14:20:58,关于对北部湾旅游股份有限公司发行股份购买资产并募集配套资金暨关联交易报告书（草案）信息披露的问询函,603869,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119133.pdf
2685,2016-01-29 14:20:30,关于怡球金属资源再生（中国）股份有限公司发行股份及支付现金购买资产暨关联交易预案信息披露的问询函,601388,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119134.pdf
2686,2016-01-29 14:21:39,关于对新疆百花村股份有限公司重大资产置换并发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,600721,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119131.pdf
2687,2016-01-29 14:21:20,关于对青岛海尔股份有限公司重大资产购买预案信息披露的问询函,600690,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119132.pdf
2688,2016-01-27 08:46:02,关于对贵州赤天化股份有限公司发行股份购买资产并募集配套资金暨关联交易预案信息披露的问询函,600227,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119125.pdf
2689,2016-01-27 08:44:36,关于对安徽铜峰电子股份有限公司发行股份购买资产并募集配套资金暨关联交易预案信息披露的问询函,600237,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119127.pdf
2690,2016-01-26 17:08:38,关于对北京三元食品股份有限公司重大资产购买暨关联交易预案的问询函,600429,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119130.pdf
2691,2016-01-26 17:15:22,关于对延边石岘白麓纸业股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）的问询函,600462,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119129.pdf
2692,2016-01-27 08:43:44,关于对南京新街口百货商店股份有限公司发行股份购买资产并募集配套资金暨关联交易预案的问询函,600682,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119128.pdf
2693,2016-01-27 08:47:22,关于对河北宝硕股份有限公司发行股份购买资产并募集配套资金暨关联交易预案信息披露的问询函,600155,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119123.pdf
2694,2016-01-27 08:45:21,关于对常林股份有限公司重大资产置换及发行股份购买资产并募集配套资金暨关联交易预案的审核意见函,600710,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119126.pdf
2695,2016-01-27 08:46:52,关于山东南山铝业股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案的信息披露问询函,600219,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119124.pdf
2696,2016-01-18 10:02:46,关于吉林高速公路股份有限司发行股份购买资产暨关联交易预案信息披露的问询函,601518,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119121.pdf
2697,2016-01-18 10:02:46,关于广东省宜华木业股份有限公司重大资产重组预案信息披露的问询函,600978,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119120.pdf
2698,2016-01-18 10:02:46,关于对上海交大昂立股份有限公司重大资产购买报告书（草案）信息披露的问询函,600530,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119119.pdf
2699,2016-01-08 19:35:44,关于哈尔滨哈投股份有限公司发行股份购买资产并募集配套资金报告书信息披露的问询函,600864,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119117.pdf
2700,2016-01-18 10:10:03,关于哈尔滨哈投股份有限公司发行股份购买资产并募集配套资金报告书信息披露的问询函,600864,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119118.pdf
2701,2016-01-07 16:51:58,关于对宜宾纸业股份有限公司发行股份购买资产并募集配套资金暨关联交易预案的审核意见函,600793,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119110.pdf
2702,2016-01-07 16:51:40,关于对三联商社股份有限公司发行及支付现金购买资产并募集配套预案的审核意见函,600898,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119109.pdf
2703,2016-01-06 15:46:34,关于对成都博瑞传播股份有限公司发行股份及支付现金购买资产并募集配套资金预案信息披露的问询函,600880,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119108.pdf
2704,2016-01-18 10:02:46,关于对三联商社股份有限公司发行股份及支付现金购买资产并募集配套资金预案信息披露的问询函,600898,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119122.pdf
2705,2016-01-08 19:35:44,关于对重庆路桥股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,600106,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119115.pdf
2706,2016-01-08 19:35:44,关于云南文山电力股份有限公司发行股份及支付现金购买资产并募集配套资金预案信息披露的问询函,600995,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119114.pdf
2707,2016-01-11 13:15:20,关于重庆百货大楼股份有限公司重大资产购买及托管预案信息披露的问询函,600729,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119116.pdf
2708,2016-01-08 19:35:44,关于对辅仁药业集团实业股份有限公司发行股份及支付现金购买资产并募集配套资金预案信息披露的问询函,600781,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119113.pdf
2709,2016-01-11 13:17:04,关于对大洲兴业控股股份有限公司重大资产置换及发行股份购买资产并募集配套资金预案信息披露的问询函,600603,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119112.pdf
2710,2016-01-11 13:18:06,关于对林海股份有限公司发行股份及支付现金购买资产并募集配套资金预案信息披露的问询函,600099,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119111.pdf
2711,2015-12-28 10:39:21,关于对杭州天目山药业股份有限公司发行股份及支付现金购买资产并募集配套资金预案信息披露的问询函,600671,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119098.pdf
2712,2015-12-28 10:39:21,关于对赤峰吉隆黄金矿业股份有限公司重大资产购买暨关联交易报告书（草案）信息披露的问询函,600988,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119095.pdf
2713,2015-12-28 10:39:21,关于对中海集装箱运输股份有限公司重大资产出售和重大资产购买暨关联交易报告书（草案）信息披露的问询函,601866,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119106.pdf
2714,2015-12-28 10:39:21,关于对中海发展股份有限公司重大资产出售及购买预案信息披露的问询函,600026,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119105.pdf
2715,2015-12-28 10:39:21,关于对中国远洋控股份有限公司重大资产出售及购买报告书（草案）信息披露的问询函,601919,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119103.pdf
2716,2015-12-28 10:39:21,关于对上海新梅置业股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案的信息披露问询函,600732,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119101.pdf
2717,2015-12-28 10:39:21,关于对上海物资贸易股份有限公司重大资产重组暨资产出售之关联交易公告书的信息披露问询函,600822,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119100.pdf
2718,2015-12-28 10:39:21,关于对广汇汽车服务股份公司重大资产购买报告书（草案）的信息披露问询函,600297,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119097.pdf
2719,2015-12-28 10:39:21,关于对飞乐音响重大资产重组报告书（草案）信息披露的问询,600651,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119096.pdf
2720,2015-12-28 10:39:21,关于对彩虹显示器股份有限公司重大资产重组报告书信息披露的问询函,600707,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119094.pdf
2721,2015-12-28 10:39:21,关于对苏州新区高新技术产业股份有限公司发行股份及支付现金购买资产预案的审核意见,600736,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119102.pdf
2722,2015-12-28 10:39:21,关于对江苏澄星磷化工股份有限公司重大资产购买暨关联交易报告书（草案）的审核意见函,600078,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119099.pdf
2723,2015-12-28 10:39:21,关于对北京首旅酒店(集团)股份有限公司重大资产重组的审核意见函,600258,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119093.pdf
2724,2015-12-14 15:10:00,关于对中房股份置业有限公司重大资产出售报告书（草案）的审核意见函,600890,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119092.pdf
2725,2015-12-28 10:39:21,关于对中铁二局股份有限公司重大资产置换及发行股份购买资产并募集配套资金暨关联交易预案的审核意见函,600528,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119107.pdf
2726,2015-12-28 10:39:21,关于对辽宁成大股份有限公司重大资产购买报告书的审核意见函,600739,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119104.pdf
2727,2015-12-14 15:10:00,关于对包头明天科技股份有限公司重大资产出售草案的审核意见函,600091,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119091.pdf
2728,2015-12-14 15:10:00,关于对烟台新潮实业股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案的审核意见函,600777,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119090.pdf
2729,2015-12-14 15:10:00,关于对南京栖霞建设股份有限公司发行股份购买资产报告书（草案）的审核意见函,600533,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119089.pdf
2730,2015-12-14 15:10:00,关于对海南海岛建设股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案的审核意见函,600515,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119088.pdf
2731,2015-12-14 15:10:00,关于对港中旅华贸国际物流股份有限公司发行股份及支付现金购买资产并募集配套资金草案的审核意见函,603128,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119087.pdf
2732,2015-12-14 15:10:00,关于对通策医疗投资股份有限公司发行股份购买资产并募集配套资金暨关联交易预案的审核意见函,600763,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119081.pdf
2733,2015-12-14 15:10:00,关于对中茵股份重大资产置换与资产购买暨关联交易预案的审核意见函,600745,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119086.pdf
2734,2015-12-14 15:10:00,关于对中船钢构工程股份有限公司发行股份及支付现金购买资产并募集配套资金预案的审核意见函,600072,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119085.pdf
2735,2015-12-14 15:10:00,关于对上海电气集团股份有限公司资产置换及发行股份购买资产并募集配套资金暨关联交易报告书（草案）的审核,601727,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119084.pdf
2736,2015-12-14 15:10:00,关于北京京城机电股份有限公司发行股份购及支付现金购买资产并募集配套资金暨关联交易预案的事后审核意见函,600860,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119083.pdf
2737,2015-12-14 15:10:00,关于对沈阳商业城股份有限公司发行股份购买资产并募集配套资金暨关联交易预案的审核意见函,600306,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119082.pdf
2738,2015-12-14 15:10:00,关于对上海爱建集团股份有限公司发行股份购买资产暨关联交易预案的审核意见函,600643,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119080.pdf
2739,2015-12-14 15:10:00,关于奥瑞德光电股份有限公司重大资产购买报告书的事后审核意见函,600666,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119079.pdf
2740,2015-12-14 15:10:00,关于对中昌海运股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案的审核意见函,600242,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119078.pdf
2741,2015-12-10 09:24:08,关于对浙江万好万家文化股份有限公司重大资产重组草案的审核意见函,600576,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119077.pdf
2742,2015-12-10 09:24:08,关于对上海创兴资源开发股份有限公司重大资产出售预案的审核意见函,600193,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119076.pdf
2743,2015-12-10 09:24:08,关于对林海股份有限公司发行股份及支付现金购买资产并募集配套资金预案的审核意见函,600099,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119075.pdf
2744,2015-12-10 09:24:08,关于对西藏珠峰工业股份有限公司重大资产出售报告书（草案）的审核意见函,600338,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119074.pdf
2745,2015-12-10 09:24:08,关于对山东华联矿业控股股份有限公司发行股份购买资产并募集配套资金预案的审核意见函,600882,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119073.pdf
2746,2015-12-10 09:24:08,关于对浙江正泰电器股份有限公司发行股份购买资产并募集配套资金预案的审核意见函,601877,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119072.pdf
2747,2015-12-10 09:24:08,关于对港中旅华贸国际物流股份有限公司重大资产重组草案的审核意见函,603128,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119071.pdf
2748,2015-12-10 09:24:08,关于对盛和资源控股股份有限公司发行股份及支付现金购买资产并募集配套资金预案的审核意见函,600392,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119070.pdf
2749,2015-12-10 09:24:08,关于对中国长江电力股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案的审核意见函,600900,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119063.pdf
2750,2015-12-10 09:24:08,关于对深圳香江控股股份有限公司发行股份及支付现金购买资产并募集资金预案的审核意见函,600162,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119061.pdf
2751,2015-12-10 09:24:08,关于对包头北方创业股份有限公司发行股份及支付现金购买资产并募集配套资金预案的审核意见函,600967,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119064.pdf
2752,2015-12-10 09:24:08,关于对泰豪科技股份有限公司发行股份购买资产并募集配套资金报告书（草案）的审核意见函,600590,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119062.pdf
2753,2015-12-10 09:24:08,关于对宁夏新日恒力钢丝绳股份有限公司重大资产重组草案的审核意见函,600165,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119065.pdf
2754,2015-12-10 09:24:08,关于对安徽巢东水泥股份有限公司重大资产重组草案的审核意见函,600318,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119069.pdf
2755,2015-12-10 09:24:08,关于上海航天汽车机电股份有限公司重大资产购买预案的审核意见函,600151,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119060.pdf
2756,2015-12-10 09:24:08,关于对浙江升华拜克生物股份有限公司发行股份及支付现金购买资产并募集配套资金（草案）的审核意见函,600226,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119068.pdf
2757,2015-12-10 09:24:08,关于中江地产重大资产购买暨关联交易报告书（草案）的审核意见函,600053,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119067.pdf
2758,2015-12-10 09:24:08,关于对上海中毅达股份有限公司重大资产重组（草案）的审核意见函,600610,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119066.pdf
2759,2015-12-10 09:24:08,关于银座集团股份有限公司发行股份购买资产并募集配套资金暨关联交易预案(修订稿)的审核意见函,600858,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119057.pdf
2760,2015-12-10 09:24:08,关于对商赢环球股份有限公司重大资产重组预案的审核意见函,600146,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119055.pdf
2761,2015-12-10 09:24:08,关于对潍坊亚星化学股份有限公司发行股份购买资产并募集配套资金预案的审核意见函,600319,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119054.pdf
2762,2015-12-10 09:24:08,关于对中安消股份有限公司重大资产购买报告书（草案）的审核意见函,600654,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119053.pdf
2763,2015-12-10 09:24:08,关于对成商集团股份有限公司重大资产购买预案的审核意见函,600828,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119052.pdf
2764,2015-12-10 09:24:08,关于对重大资产重组预案的审核意见函,600777,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119058.pdf
2765,2015-12-10 09:24:08,关于对中科英华高技术股份有限公司重大资产出售（预案）的审核意见函,600110,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119059.pdf
2766,2015-12-10 09:24:08,关于对深圳市金证科技股份有限公司重大资产重组报告书的审核意见函,600446,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119056.pdf
2767,2015-12-10 09:24:08,关于对上海游久游戏股份有限公司重大资产出售草案的审核意见函,600652,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119050.pdf
2768,2015-12-10 09:24:08,关于对上海锦江国际酒店发展股份有限公司重大资产重组预案的审核意见函,600754,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119051.pdf
2769,2015-12-10 09:24:08,关于对中珠控股股份有限公司发行股份购买资产并募集配套资金报告书（草案）的审核意见函,600568,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119049.pdf
2770,2015-12-10 09:24:08,关于对上海锦江国际酒店发展股份有限公司重大资产重组预案的审核意见函,600754,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119048.pdf
2771,2015-12-10 09:24:08,关于对上海梅林正广和股份有限公司重大资产重组预案的审核意见函,600073,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119047.pdf
2772,2015-12-10 09:24:08,关于对新疆天业股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）的审核意见函,600075,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119046.pdf
2773,2015-12-10 09:24:08,关于对风帆股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案的审核意见函,600482,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119044.pdf
2774,2015-12-10 09:24:08,关于对大连橡胶塑料机械股份有限公司重大资产出售并发行股份及支付现金购买资产并募集配套资金暨关联交易预案的审核意见函,600346,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119043.pdf
2775,2015-12-10 09:24:08,关于对合肥合锻机床股份有限公司发行股份及支付现金购买资产并募集配套资金预案的审核意见函,603011,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119042.pdf
2776,2015-12-10 09:24:08,关于对航天时代电子技术股份有限公司发行股份购买资产并募集配套资金预案的审核意见函,600879,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119045.pdf
2777,2015-12-10 09:24:08,关于对上海三毛企业（集团）股份有限公司发行股份及支付现金购买资产并募集配套资金暨重大资产重组报告书（草案）的审核意见函,600689,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119041.pdf
2778,2015-12-10 09:24:08,关于对延边石岘白麓纸业股份有限公司重大资产出售和重大资产购买暨关联交易报告书（草案）的审核意见函,600462,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119040.pdf
2779,2015-12-10 09:24:08,关于对安徽皖江物流（集团）股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案的审核意见函,600575,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119039.pdf
2780,2015-12-10 09:24:08,关于对南京康尼机电股份有限公司发行股份及支付现金购买资产并募集配套资金预案的审核意见函,603111,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119038.pdf
2781,2015-12-10 09:24:08,关于对内蒙古西水创业股份有限公司重大资产重组报告书（草案）的审核意见函,600291,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119037.pdf
2782,2015-12-10 09:24:08,关于对福建实达集团股份有限公司重大资产出售、发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）的审核意见函,600734,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119036.pdf
2783,2015-12-10 09:24:08,关于对山西安泰集团股份有限公司重大资产置换暨关联交易报告书（草案）的审核意见函,600408,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119035.pdf
2784,2015-12-10 09:24:08,关于对广东榕泰实业股份有限公司发行股份及支付现金购买资产并募集配套资金报告书（草案）的审核意见函,600589,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119031.pdf
2785,2015-12-10 09:24:08,关于对江西洪城水业股份有限公司发行股份购买资产并募集配套资金暨关联交易预案的审核意见函,600461,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119030.pdf
2786,2015-12-10 09:24:08,关于宁波韵升股份有限公司发行购买资产报告书（草案）的审核意见函,600366,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119029.pdf
2787,2015-12-10 09:24:08,关于对西藏诺迪康药业股份有限公司重大资产出售报告书（草案）的审核意见函,600211,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119012.pdf
2788,2015-12-10 09:24:08,关于对上海仪电电子股份有限公司资产出售及发行股份购买资产暨关联交易预案的审核意见函,600602,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119027.pdf
2789,2015-12-10 09:24:08,关于对雅戈尔集团股份有限公司重大资产购买报告书（草案）的审核意见函,600177,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119002.pdf
2790,2015-12-10 09:24:08,关于对武汉道博股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）的审核意见函,600136,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119000.pdf
2791,2015-12-10 09:24:08,关于对万鸿集团股份有限公司重大资产重组报告书（草案）的审核意见函,600681,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4118990.pdf
2792,2015-12-10 09:24:08,关于对远东智慧能源股份有限公司发行股份及支付现金购买资产并募集配套资金报告书（草案）的审核意见函,600869,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4119018.pdf
2793,2015-12-10 09:24:08,关于对河北宝硕股份有限公司重大资产出售报告书（草案）的审核意见函,600155,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4118995.pdf
2794,2015-12-10 09:24:08,关于对四川西部资源控股股份有限公司重大资产出售预案的审核意见函,600139,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4118972.pdf
2795,2015-12-10 09:24:08,关于对中纺投资发展股份有限公司重大资产购买及吸收合并暨关联交易报告书（草案）的审核意见函,600061,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4118971.pdf
2796,2015-12-10 09:24:08,关于对河北金牛化工股份有限公司重大资产出售暨关联交易报告书（草案）的审核意见函,600722,并购重组审核意见函,www.sse.com.cn/disclosure/credibility/supervision/inquiries/maarao/c/4118974.pdf
