,时间,公司名称,股票代码,问询函类型,文件编号
693,2018-08-30,金浦钛业,000545,关注函,CDD00054551467.pdf
694,2018-08-28,中弘股份,000979,关注函,CDD00097951456.pdf
695,2018-08-27,西藏发展,000752,关注函,CDD00075251407.pdf
696,2018-08-27,神州长城,000018,关注函,CDD00001851390.pdf
697,2018-08-27,*ST凯迪,000939,关注函,CDD00093951416.pdf
698,2018-08-27,*ST凯迪,000939,关注函,CDD00093951419.pdf
699,2018-08-22,金浦钛业,000545,许可类重组问询函,CDD00054551410.pdf
700,2018-08-21,西藏发展,000752,关注函,CDD00075251353.pdf
701,2018-08-21,汇源通信,000586,关注函,CDD00058651398.pdf
702,2018-08-16,兴业矿业,000426,许可类重组问询函,CDD00042651369.pdf
703,2018-08-14,美丽生态,000010,关注函,CDD00001051339.pdf
704,2018-08-14,航天发展,000547,许可类重组问询函,CDD00054751326.pdf
705,2018-08-13,山东路桥,000498,关注函,CDD00049851288.pdf
706,2018-08-11,盛达矿业,000603,非许可类重组问询函,CDD00060351319.pdf
707,2018-08-10,英 力 特,000635,关注函,CDD00063551305.pdf
708,2018-08-09,三毛派神,000779,许可类重组问询函,CDD00077951286.pdf
709,2018-08-09,合金投资,000633,关注函,CDD00063351259.pdf
710,2018-08-08,西藏发展,000752,关注函,CDD00075251261.pdf
711,2018-08-07,ST生化,000403,关注函,CDD00040351260.pdf
712,2018-08-06,鑫茂科技,000836,关注函,CDD00083651256.pdf
713,2018-08-04,高升控股,000971,关注函,CDD00097151224.pdf
714,2018-08-03,*ST凯迪,000939,关注函,CDD00093951233.pdf
715,2018-08-02,华联股份,000882,关注函,CDD00088251213.pdf
716,2018-08-02,西藏发展,000752,关注函,CDD00075251219.pdf
717,2018-08-02,东旭光电,000413,关注函,CDD00041351209.pdf
718,2018-08-01,中润资源,000506,关注函,CDD00050651138.pdf
719,2018-08-01,*ST华泽,000693,关注函,CDD00069351179.pdf
720,2018-07-30,长城动漫,000835,关注函,CDD00083551155.pdf
721,2018-07-30,华闻传媒,000793,关注函,CDD00079351147.pdf
722,2018-07-30,高升控股,000971,关注函,CDD00097151090.pdf
723,2018-07-30,海南海药,000566,关注函,CDD00056651120.pdf
724,2018-07-30,欣龙控股,000955,关注函,CDD00095551140.pdf
725,2018-07-27,美丽生态,000010,关注函,CDD00001051114.pdf
726,2018-07-27,华塑控股,000509,关注函,CDD00050951102.pdf
727,2018-07-27,美丽生态,000010,年报问询函,CDD00001049931.pdf
728,2018-07-26,烯碳退,000511,关注函,CDD00051150082.pdf
729,2018-07-24,当代东方,000673,关注函,CDD00067350034.pdf
730,2018-07-24,大亚圣象,000910,关注函,CDD00091050031.pdf
731,2018-07-24,鞍钢股份,000898,关注函,CDD00089850019.pdf
732,2018-07-23,盈峰环境,000967,许可类重组问询函,CDD00096750032.pdf
733,2018-07-20,藏格控股,000408,许可类重组问询函,CDD00040849998.pdf
734,2018-07-20,超声电子,000823,关注函,CDD00082349997.pdf
735,2018-07-18,*ST凯迪,000939,年报问询函,CDD00093949884.pdf
736,2018-07-18,*ST凯迪,000939,年报问询函,CDD00093949884.pdf
737,2018-07-18,*ST凯迪,000939,年报问询函,CDD00093949884.pdf
738,2018-07-16,大通燃气,000593,关注函,CDD00059349966.pdf
739,2018-07-16,*ST凯迪,000939,关注函,CDD00093949936.pdf
740,2018-07-16,华塑控股,000509,关注函,CDD00050949952.pdf
741,2018-07-16,华塑控股,000509,关注函,CDD00050949940.pdf
742,2018-07-13,烯碳退,000511,关注函,CDD00051149944.pdf
743,2018-07-13,广东甘化,000576,关注函,CDD00057649830.pdf
744,2018-07-12,中弘股份,000979,关注函,CDD00097949929.pdf
745,2018-07-10,罗 牛 山,000735,关注函,CDD00073549878.pdf
746,2018-07-10,广东甘化,000576,关注函,CDD00057649875.pdf
747,2018-07-10,华塑控股,000509,关注函,CDD00050949896.pdf
748,2018-07-09,神州信息,000555,关注函,CDD00055549826.pdf
749,2018-07-06,神州高铁,000008,关注函,CDD00000849866.pdf
750,2018-07-06,渝三峡Ａ,000565,关注函,CDD00056549819.pdf
751,2018-07-06,*ST华泽,000693,关注函,CDD00069349864.pdf
752,2018-07-05,神州长城,000018,年报问询函,CDD00001849855.pdf
753,2018-07-05,*ST地矿,000409,非许可类重组问询函,CDD00040949849.pdf
754,2018-07-05,*ST地矿,000409,年报问询函,CDD00040949810.pdf
755,2018-07-05,哈工智能,000584,许可类重组问询函,CDD00058449850.pdf
756,2018-07-03,烯碳退,000511,关注函,CDD00051149836.pdf
757,2018-07-02,*ST康达,000048,关注函,CDD00004849821.pdf
758,2018-07-02,*ST康达,000048,关注函,CDD00004849821.pdf
759,2018-07-02,*ST康达,000048,关注函,CDD00004849821.pdf
760,2018-07-02,*ST凯迪,000939,关注函,CDD00093949818.pdf
761,2018-07-02,中弘股份,000979,关注函,CDD00097949795.pdf
762,2018-07-02,深赤湾Ａ,000022,许可类重组问询函,CDD00002249731.pdf
763,2018-06-28,东旭蓝天,000040,关注函,CDD00004049740.pdf
764,2018-06-28,九 芝 堂,000989,关注函,CDD00098949716.pdf
765,2018-06-27,全新好,000007,年报问询函,CDD00000748856.pdf
766,2018-06-26,中弘股份,000979,关注函,CDD00097949673.pdf
767,2018-06-26,供销大集,000564,关注函,CDD00056449680.pdf
768,2018-06-25,神州易桥,000606,年报问询函,CDD00060649665.pdf
769,2018-06-24,德展健康,000813,关注函,CDD00081349663.pdf
770,2018-06-22,西藏发展,000752,关注函,CDD00075249640.pdf
771,2018-06-22,西藏发展,000752,关注函,CDD00075249627.pdf
772,2018-06-21,诚志股份,000990,关注函,CDD00099049646.pdf
773,2018-06-21,广济药业,000952,关注函,CDD00095249530.pdf
774,2018-06-19,华塑控股,000509,年报问询函,CDD00050948950.pdf
775,2018-06-19,深深宝Ａ,000019,许可类重组问询函,CDD00001949600.pdf
776,2018-06-19,漳泽电力,000767,关注函,CDD00076749593.pdf
777,2018-06-15,广东甘化,000576,问询函,CDD00057649585.pdf
778,2018-06-14,长航凤凰,000520,关注函,CDD00052049570.pdf
779,2018-06-13,*ST三维,000755,非许可类重组问询函,CDD00075549547.pdf
780,2018-06-12,汇源通信,000586,年报问询函,CDD00058649522.pdf
781,2018-06-08,京蓝科技,000711,关注函,CDD00071149478.pdf
782,2018-06-08,绿景控股,000502,非许可类重组问询函,CDD00050249412.pdf
783,2018-06-07,美丽生态,000010,关注函,CDD00001049420.pdf
784,2018-06-07,蓝焰控股,000968,年报问询函,CDD00096849338.pdf
785,2018-06-06,神州易桥,000606,关注函,CDD00060649409.pdf
786,2018-06-06,顺鑫农业,000860,年报问询函,CDD00086049389.pdf
787,2018-06-06,新大洲Ａ,000571,关注函,CDD00057149392.pdf
788,2018-06-06,天首发展,000611,年报问询函,CDD00061149276.pdf
789,2018-06-05,海航投资,000616,年报问询函,CDD00061649124.pdf
790,2018-06-04,中钢国际,000928,年报问询函,CDD00092849333.pdf
791,2018-06-04,斯太尔,000760,关注函,CDD00076049297.pdf
792,2018-06-02,供销大集,000564,许可类重组问询函,CDD00056449223.pdf
793,2018-06-01,河北宣工,000923,年报问询函,CDD00092349231.pdf
794,2018-06-01,华闻传媒,000793,年报问询函,CDD00079349174.pdf
795,2018-06-01,*ST烯碳,000511,关注函,CDD00051149268.pdf
796,2018-06-01,视觉中国,000681,年报问询函,CDD00068149159.pdf
797,2018-06-01,长城动漫,000835,年报问询函,CDD00083549121.pdf
798,2018-06-01,新兴铸管,000778,年报问询函,CDD00077849206.pdf
799,2018-06-01,中润资源,000506,许可类重组问询函,CDD00050649163.pdf
800,2018-05-31,冀东装备,000856,年报问询函,CDD00085649079.pdf
801,2018-05-31,万方发展,000638,年报问询函,CDD00063848786.pdf
802,2018-05-30,中迪投资,000609,年报问询函,CDD00060948790.pdf
803,2018-05-30,盈方微,000670,年报问询函,CDD00067049089.pdf
804,2018-05-30,中弘股份,000979,关注函,CDD00097949119.pdf
805,2018-05-30,东沣B,000160,年报问询函,CDD00016048869.pdf
806,2018-05-30,欢瑞世纪,000892,年报问询函,CDD00089248912.pdf
807,2018-05-30,电广传媒,000917,年报问询函,CDD00091748822.pdf
808,2018-05-30,通化金马,000766,许可类重组问询函,CDD00076649129.pdf
809,2018-05-30,四川美丰,000731,年报问询函,CDD00073149087.pdf
810,2018-05-30,华天酒店,000428,年报问询函,CDD00042849085.pdf
811,2018-05-30,南宁糖业,000911,年报问询函,CDD00091148900.pdf
812,2018-05-29,石化机械,000852,年报问询函,CDD00085249005.pdf
813,2018-05-29,世纪星源,000005,年报问询函,CDD00000549067.pdf
814,2018-05-29,嘉凯城,000918,年报问询函,CDD00091849028.pdf
815,2018-05-29,荣丰控股,000668,年报问询函,CDD00066848899.pdf
816,2018-05-29,顺发恒业,000631,年报问询函,CDD00063149032.pdf
817,2018-05-28,国农科技,000004,年报问询函,CDD00000449057.pdf
818,2018-05-28,中兵红箭,000519,年报问询函,CDD00051948814.pdf
819,2018-05-28,神州数码,000034,关注函,CDD00003449068.pdf
820,2018-05-28,银河生物,000806,年报问询函,CDD00080648957.pdf
821,2018-05-28,中润资源,000506,年报问询函,CDD00050648904.pdf
822,2018-05-28,海南海药,000566,非许可类重组问询函,CDD00056649035.pdf
823,2018-05-28,恒立实业,000622,年报问询函,CDD00062249014.pdf
824,2018-05-28,深中华A,000017,年报问询函,CDD00001749017.pdf
825,2018-05-27,黑芝麻,000716,年报问询函,CDD00071648982.pdf
826,2018-05-26,南  玻Ａ,000012,年报问询函,CDD00001248674.pdf
827,2018-05-25,东北制药,000597,年报问询函,CDD00059748936.pdf
828,2018-05-25,*ST东凌,000893,关注函,CDD00089348986.pdf
829,2018-05-25,深大通,000038,年报问询函,CDD00003848801.pdf
830,2018-05-25,中原传媒,000719,年报问询函,CDD00071948906.pdf
831,2018-05-24,*ST慧业,000816,年报问询函,CDD00081648873.pdf
832,2018-05-24,海虹控股,000503,年报问询函,CDD00050348937.pdf
833,2018-05-24,长航凤凰,000520,年报问询函,CDD00052048963.pdf
834,2018-05-24,现代投资,000900,许可类重组问询函,CDD00090048971.pdf
835,2018-05-24,丰乐种业,000713,许可类重组问询函,CDD00071348958.pdf
836,2018-05-23,韶钢松山,000717,年报问询函,CDD00071748965.pdf
837,2018-05-23,金洲慈航,000587,年报问询函,CDD00058748921.pdf
838,2018-05-23,隆平高科,000998,年报问询函,CDD00099848964.pdf
839,2018-05-23,当代东方,000673,年报问询函,CDD00067348938.pdf
840,2018-05-23,川化股份,000155,年报问询函,CDD00015548877.pdf
841,2018-05-23,藏格控股,000408,年报问询函,CDD00040848945.pdf
842,2018-05-23,*ST三维,000755,年报问询函,CDD00075548919.pdf
843,2018-05-22,绿景控股,000502,年报问询函,CDD00050248913.pdf
844,2018-05-22,新大洲Ａ,000571,年报问询函,CDD00057148911.pdf
845,2018-05-22,新大洲Ａ,000571,年报问询函,CDD00057148911.pdf
846,2018-05-22,新大洲Ａ,000571,年报问询函,CDD00057148911.pdf
847,2018-05-22,新大洲Ａ,000571,年报问询函,CDD00057148911.pdf
848,2018-05-22,南华生物,000504,年报问询函,CDD00050448905.pdf
849,2018-05-21,金鸿控股,000669,年报问询函,CDD00066948915.pdf
850,2018-05-21,秦川机床,000837,关注函,CDD00083748916.pdf
851,2018-05-21,焦作万方,000612,年报问询函,CDD00061248771.pdf
852,2018-05-21,兴业矿业,000426,关注函,CDD00042648927.pdf
853,2018-05-20,*ST天化,000912,年报问询函,CDD00091248827.pdf
854,2018-05-18,广东甘化,000576,年报问询函,CDD00057648846.pdf
855,2018-05-18,汇源通信,000586,关注函,CDD00058648895.pdf
856,2018-05-18,华数传媒,000156,年报问询函,CDD00015648876.pdf
857,2018-05-18,中水渔业,000798,年报问询函,CDD00079848882.pdf
858,2018-05-18,亚太实业,000691,年报问询函,CDD00069148830.pdf
859,2018-05-18,瓦轴B,000706,年报问询函,CDD00070648834.pdf
860,2018-05-18,ST生化,000403,年报问询函,CDD00040348883.pdf
861,2018-05-18,诚志股份,000990,年报问询函,CDD00099048842.pdf
862,2018-05-17,海南高速,000886,年报问询函,CDD00088648716.pdf
863,2018-05-17,炼石有色,000697,年报问询函,CDD00069748838.pdf
864,2018-05-17,深华发Ａ,000020,年报问询函,CDD00002048718.pdf
865,2018-05-17,*ST宜化,000422,年报问询函,CDD00042248859.pdf
866,2018-05-16,海印股份,000861,关注函,CDD00086148839.pdf
867,2018-05-16,斯太尔,000760,年报问询函,CDD00076048806.pdf
868,2018-05-16,*ST皇台,000995,年报问询函,CDD00099548843.pdf
869,2018-05-16,兰州黄河,000929,年报问询函,CDD00092948787.pdf
870,2018-05-16,*ST新城,000809,年报问询函,CDD00080948812.pdf
871,2018-05-16,神雾节能,000820,年报问询函,CDD00082048823.pdf
872,2018-05-16,远大控股,000626,年报问询函,CDD00062648821.pdf
873,2018-05-15,永安林业,000663,年报问询函,CDD00066348792.pdf
874,2018-05-15,凯迪生态,000939,关注函,CDD00093948818.pdf
875,2018-05-15,*ST宜化,000422,非许可类重组问询函,CDD00042248816.pdf
876,2018-05-15,*ST双环,000707,年报问询函,CDD00070748782.pdf
877,2018-05-14,广济药业,000952,关注函,CDD00095248739.pdf
878,2018-05-14,*ST 中绒,000982,年报问询函,CDD00098248641.pdf
879,2018-05-14,恒逸石化,000703,许可类重组问询函,CDD00070348798.pdf
880,2018-05-14,宜华健康,000150,年报问询函,CDD00015048766.pdf
881,2018-05-14,*ST新能,000720,年报问询函,CDD00072048712.pdf
882,2018-05-12,德展健康,000813,年报问询函,CDD00081347569.pdf
883,2018-05-11,美丽生态,000010,年报问询函,CDD00001048715.pdf
884,2018-05-11,滨海能源,000695,非许可类重组问询函,CDD00069548723.pdf
885,2018-05-10,中弘股份,000979,年报问询函,CDD00097948630.pdf
886,2018-05-10,经纬纺机,000666,年报问询函,CDD00066648706.pdf
887,2018-05-10,现代投资,000900,许可类重组问询函,CDD00090048735.pdf
888,2018-05-10,罗 牛 山,000735,关注函,CDD00073548722.pdf
889,2018-05-10,风华高科,000636,年报问询函,CDD00063648666.pdf
890,2018-05-10,*ST东凌,000893,年报问询函,CDD00089348671.pdf
891,2018-05-09,舜喆B,000168,年报问询函,CDD00016847601.pdf
892,2018-05-09,*ST华泽,000693,关注函,CDD00069348675.pdf
893,2018-05-09,罗 牛 山,000735,关注函,CDD00073548700.pdf
894,2018-05-08,*ST宝实,000595,年报问询函,CDD00059548683.pdf
895,2018-05-08,*ST南风,000737,年报问询函,CDD00073748690.pdf
896,2018-05-07,浩物股份,000757,许可类重组问询函,CDD00075748646.pdf
897,2018-05-07,云铝股份,000807,关注函,CDD00080748654.pdf
898,2018-05-05,中粮生化,000930,许可类重组问询函,CDD00093048663.pdf
899,2018-05-04,广济药业,000952,关注函,CDD00095248633.pdf
900,2018-04-27,山东地矿,000409,关注函,CDD00040947580.pdf
901,2018-04-26,中弘股份,000979,关注函,CDD00097947578.pdf
902,2018-04-26,格力电器,000651,关注函,CDD00065147577.pdf
903,2018-04-26,众泰汽车,000980,年报问询函,CDD00098046532.pdf
904,2018-04-26,中国宝安,000009,关注函,CDD00000947565.pdf
905,2018-04-25,*ST东电,000585,年报问询函,CDD00058546506.pdf
906,2018-04-25,神州长城,000018,关注函,CDD00001847557.pdf
907,2018-04-23,西部创业,000557,年报问询函,CDD00055746456.pdf
908,2018-04-23,汇源通信,000586,关注函,CDD00058646533.pdf
909,2018-04-23,汇源通信,000586,关注函,CDD00058646530.pdf
910,2018-04-23,汇源通信,000586,关注函,CDD00058646529.pdf
911,2018-04-23,神州易桥,000606,非许可类重组问询函,CDD00060646490.pdf
912,2018-04-23,汇源通信,000586,关注函,CDD00058646524.pdf
913,2018-04-23,汇源通信,000586,关注函,CDD00058646523.pdf
914,2018-04-23,汇源通信,000586,关注函,CDD00058646522.pdf
915,2018-04-22,上峰水泥,000672,关注函,CDD00067246531.pdf
916,2018-04-20,*ST新城,000809,年报问询函,CDD00080946485.pdf
917,2018-04-18,*ST三维,000755,关注函,CDD00075546491.pdf
918,2018-04-18,*ST平能,000780,年报问询函,CDD00078046476.pdf
919,2018-04-18,*ST紫学,000526,年报问询函,CDD00052646470.pdf
920,2018-04-17,杭汽轮Ｂ,000771,年报问询函,CDD00077146434.pdf
921,2018-04-17,*ST中基,000972,年报问询函,CDD00097246460.pdf
922,2018-04-17,中弘股份,000979,关注函,CDD00097946458.pdf
923,2018-04-13,美丽生态,000010,关注函,CDD00001046449.pdf
924,2018-04-13,西藏矿业,000762,关注函,CDD00076246422.pdf
925,2018-04-12,ST生化,000403,关注函,CDD00040346404.pdf
926,2018-04-12,风华高科,000636,关注函,CDD00063646382.pdf
927,2018-04-12,盐湖股份,000792,年报问询函,CDD00079246364.pdf
928,2018-04-12,*ST 中绒,000982,关注函,CDD00098246403.pdf
929,2018-04-11,*ST烯碳,000511,问询函,CDD00051146407.pdf
930,2018-04-11,海马汽车,000572,年报问询函,CDD00057245357.pdf
931,2018-04-11,一汽夏利,000927,年报问询函,CDD00092745351.pdf
932,2018-04-09,国际医学,000516,非许可类重组问询函,CDD00051645355.pdf
933,2018-04-08,*ST华泽,000693,问询函,CDD00069345344.pdf
934,2018-04-08,*ST华泽,000693,关注函,CDD00069345343.pdf
935,2018-04-04,康达尔,000048,关注函,CDD00004845341.pdf
936,2018-04-04,一汽轿车,000800,年报问询函,CDD00080045320.pdf
937,2018-04-03,中粮地产,000031,许可类重组问询函,CDD00003145346.pdf
938,2018-04-03,黔轮胎Ａ,000589,关注函,CDD00058945336.pdf
939,2018-04-03,汇源通信,000586,关注函,CDD00058645332.pdf
940,2018-04-03,茂业通信,000889,许可类重组问询函,CDD00088945306.pdf
941,2018-04-02,*ST华泽,000693,关注函,CDD00069345328.pdf
942,2018-03-30,*ST 中绒,000982,关注函,CDD00098245277.pdf
943,2018-03-30,远兴能源,000683,关注函,CDD00068345245.pdf
944,2018-03-30,*ST中富,000659,年报问询函,CDD00065945243.pdf
945,2018-03-29,英 力 特,000635,关注函,CDD00063545274.pdf
946,2018-03-28,高升控股,000971,关注函,CDD00097145241.pdf
947,2018-03-28,*ST华泽,000693,关注函,CDD00069345256.pdf
948,2018-03-27,*ST中基,000972,年报问询函,CDD00097245247.pdf
949,2018-03-27,*ST中基,000972,年报问询函,CDD00097245247.pdf
950,2018-03-27,广济药业,000952,关注函,CDD00095245254.pdf
951,2018-03-27,深深宝Ａ,000019,许可类重组问询函,CDD00001945249.pdf
952,2018-03-26,万泽股份,000534,关注函,CDD00053445238.pdf
953,2018-03-26,万泽股份,000534,非许可类重组问询函,CDD00053445237.pdf
954,2018-03-26,中国宝安,000009,关注函,CDD00000945186.pdf
955,2018-03-26,*ST佳电,000922,年报问询函,CDD00092245212.pdf
956,2018-03-23,北京文化,000802,年报问询函,CDD00080245148.pdf
957,2018-03-22,神州信息,000555,关注函,CDD00055545208.pdf
958,2018-03-21,粤华包Ｂ,000986,关注函,CDD00098645168.pdf
959,2018-03-21,恒逸石化,000703,许可类重组问询函,CDD00070345164.pdf
960,2018-03-19,中天金融,000540,非许可类重组问询函,CDD00054045153.pdf
961,2018-03-19,航天发展,000547,许可类重组问询函,CDD00054745154.pdf
962,2018-03-16,中成股份,000151,关注函,CDD00015145143.pdf
963,2018-03-15,*ST金宇,000803,年报问询函,CDD00080345133.pdf
964,2018-03-14,中国宝安,000009,关注函,CDD00000945129.pdf
965,2018-03-14,隆平高科,000998,许可类重组问询函,CDD00099845122.pdf
966,2018-03-12,全新好,000007,关注函,CDD00000745106.pdf
967,2018-03-09,中航地产,000043,关注函,CDD00004345089.pdf
968,2018-03-09,万方发展,000638,关注函,CDD00063845091.pdf
969,2018-03-09,新洋丰,000902,关注函,CDD00090245097.pdf
970,2018-03-08,*ST金宇,000803,年报问询函,CDD00080345066.pdf
971,2018-03-08,方大化工,000818,关注函,CDD00081845071.pdf
972,2018-03-07,*ST河化,000953,年报问询函,CDD00095344033.pdf
973,2018-03-02,山东地矿,000409,关注函,CDD00040944005.pdf
974,2018-03-02,汇源通信,000586,关注函,CDD00058644006.pdf
975,2018-03-01,中润资源,000506,关注函,CDD00050643983.pdf
976,2018-03-01,*ST华菱,000932,年报问询函,CDD00093243993.pdf
977,2018-02-28,南  玻Ａ,000012,关注函,CDD00001243989.pdf
978,2018-02-27,神州长城,000018,关注函,CDD00001843980.pdf
979,2018-02-26,斯太尔,000760,关注函,CDD00076043977.pdf
980,2018-02-23,中润资源,000506,关注函,CDD00050643965.pdf
981,2018-02-22,汇源通信,000586,关注函,CDD00058643960.pdf
982,2018-02-22,全新好,000007,关注函,CDD00000743947.pdf
983,2018-02-14,全新好,000007,关注函,CDD00000743903.pdf
984,2018-02-14,青岛双星,000599,关注函,CDD00059943945.pdf
985,2018-02-12,智慧农业,000816,关注函,CDD00081643920.pdf
986,2018-02-12,荣丰控股,000668,关注函,CDD00066843917.pdf
987,2018-02-12,汇源通信,000586,关注函,CDD00058643910.pdf
988,2018-02-11,视觉中国,000681,关注函,CDD00068143909.pdf
989,2018-02-09,康达尔,000048,关注函,CDD00004843908.pdf
990,2018-02-08,安凯客车,000868,关注函,CDD00086843891.pdf
991,2018-02-07,*ST东海A,000613,年报问询函,CDD00061343865.pdf
992,2018-02-07,美丽生态,000010,关注函,CDD00001043880.pdf
993,2018-02-07,海马汽车,000572,关注函,CDD00057243879.pdf
994,2018-02-06,中弘股份,000979,关注函,CDD00097943878.pdf
995,2018-02-06,中弘股份,000979,关注函,CDD00097943874.pdf
996,2018-02-05,*ST沈机,000410,年报问询函,CDD00041043870.pdf
997,2018-02-02,*ST华泽,000693,关注函,CDD00069343850.pdf
998,2018-02-01,皇台酒业,000995,关注函,CDD00099543841.pdf
999,2018-02-01,盐湖股份,000792,关注函,CDD00079243839.pdf
1000,2018-02-01,湖北宜化,000422,关注函,CDD00042243835.pdf
1001,2018-01-30,广济药业,000952,关注函,CDD00095243817.pdf
1002,2018-01-30,云铝股份,000807,关注函,CDD00080743809.pdf
1003,2018-01-29,宗申动力,001696,关注函,CDD00169643793.pdf
1004,2018-01-26,东方能源,000958,关注函,CDD00095843792.pdf
1005,2018-01-24,丽珠集团,000513,关注函,CDD00051343783.pdf
1006,2018-01-23,华塑控股,000509,非许可类重组问询函,CDD00050943777.pdf
1007,2018-01-22,襄阳轴承,000678,关注函,CDD00067843745.pdf
1008,2018-01-22,神雾节能,000820,关注函,CDD00082043752.pdf
1009,2018-01-19,平潭发展,000592,非许可类重组问询函,CDD00059243743.pdf
1010,2018-01-19,万方发展,000638,关注函,CDD00063843738.pdf
1011,2018-01-18,新能泰山,000720,非许可类重组问询函,CDD00072043716.pdf
1012,2018-01-18,南华生物,000504,关注函,CDD00050443735.pdf
1013,2018-01-18,*ST佳电,000922,关注函,CDD00092243731.pdf
1014,2018-01-16,江铃汽车,000550,关注函,CDD00055043710.pdf
1015,2018-01-15,中国宝安,000009,关注函,CDD00000943694.pdf
1016,2018-01-12,*ST三维,000755,关注函,CDD00075543686.pdf
1017,2018-01-11,美丽生态,000010,关注函,CDD00001043675.pdf
1018,2018-01-10,神州数码,000034,许可类重组问询函,CDD00003443591.pdf
1019,2018-01-10,银泰资源,000975,关注函,CDD00097543669.pdf
1020,2018-01-09,ST生化,000403,关注函,CDD00040343656.pdf
1021,2018-01-08,*ST 中绒,000982,关注函,CDD00098243632.pdf
1022,2018-01-05,冀东水泥,000401,许可类重组问询函,CDD00040143631.pdf
1023,2018-01-05,中国天楹,000035,许可类重组问询函,CDD00003543622.pdf
1024,2018-01-04,东方能源,000958,关注函,CDD00095843607.pdf
1025,2018-01-04,陕国投Ａ,000563,关注函,CDD00056343599.pdf
1026,2018-01-04,皇台酒业,000995,关注函,CDD00099543590.pdf
1027,2018-01-03,*ST 中绒,000982,关注函,CDD00098243609.pdf
1028,2018-01-03,世纪星源,000005,关注函,CDD00000543592.pdf
1029,2018-01-03,*ST佳电,000922,关注函,CDD00092243598.pdf
1030,2017-12-29,*ST东海A,000613,关注函,CDD00061343579.pdf
1031,2017-12-28,山东地矿,000409,关注函,CDD00040943572.pdf
1032,2017-12-28,华塑控股,000509,关注函,CDD00050943577.pdf
1033,2017-12-26,深天地Ａ,000023,关注函,CDD00002343535.pdf
1034,2017-12-25,泰禾集团,000732,关注函,CDD00073243550.pdf
1035,2017-12-22,*ST金宇,000803,关注函,CDD00080343540.pdf
1036,2017-12-21,东旭蓝天,000040,关注函,CDD00004043514.pdf
1037,2017-12-20,宜华健康,000150,关注函,CDD00015043506.pdf
1038,2017-12-20,四川双马,000935,非许可类重组问询函,CDD00093543512.pdf
1039,2017-12-20,美丽生态,000010,关注函,CDD00001043498.pdf
1040,2017-12-20,神州数码,000034,许可类重组问询函,CDD00003443504.pdf
1041,2017-12-19,高升控股,000971,许可类重组问询函,CDD00097143493.pdf
1042,2017-12-18,漳泽电力,000767,关注函,CDD00076743488.pdf
1043,2017-12-18,华天酒店,000428,关注函,CDD00042843468.pdf
1044,2017-12-18,万 家 乐,000533,关注函,CDD00053343479.pdf
1045,2017-12-16,天山股份,000877,关注函,CDD00087743470.pdf
1046,2017-12-15,平潭发展,000592,非许可类重组问询函,CDD00059243474.pdf
1047,2017-12-15,ST生化,000403,关注函,CDD00040343478.pdf
1048,2017-12-15,ST生化,000403,关注函,CDD00040343477.pdf
1049,2017-12-15,ST生化,000403,关注函,CDD00040343476.pdf
1050,2017-12-15,*ST沈机,000410,关注函,CDD00041043471.pdf
1051,2017-12-15,*ST河化,000953,关注函,CDD00095343461.pdf
1052,2017-12-14,特  力Ａ,000025,关注函,CDD00002543456.pdf
1053,2017-12-13,兰州黄河,000929,关注函,CDD00092943449.pdf
1054,2017-12-12,绵石投资,000609,关注函,CDD00060943438.pdf
1055,2017-12-11,恒立实业,000622,关注函,CDD00062243428.pdf
1056,2017-12-10,*ST烯碳,000511,关注函,CDD00051143422.pdf
1057,2017-12-09,神州信息,000555,许可类重组问询函,CDD00055543421.pdf
1058,2017-12-08,南华生物,000504,非许可类重组问询函,CDD00050443407.pdf
1059,2017-12-07,泰合健康,000790,非许可类重组问询函,CDD00079043416.pdf
1060,2017-12-07,滨海能源,000695,非许可类重组问询函,CDD00069543401.pdf
1061,2017-12-06,盈方微,000670,关注函,CDD00067043397.pdf
1062,2017-12-06,国际实业,000159,关注函,CDD00015943388.pdf
1063,2017-12-06,*ST 中绒,000982,关注函,CDD00098243398.pdf
1064,2017-12-06,大连友谊,000679,关注函,CDD00067943383.pdf
1065,2017-12-06,华塑控股,000509,关注函,CDD00050943375.pdf
1066,2017-12-04,*ST中基,000972,关注函,CDD00097243346.pdf
1067,2017-12-01,ST生化,000403,关注函,CDD00040343366.pdf
1068,2017-12-01,ST生化,000403,关注函,CDD00040343365.pdf
1069,2017-12-01,华塑控股,000509,关注函,CDD00050943356.pdf
1070,2017-11-29,ST生化,000403,关注函,CDD00040343343.pdf
1071,2017-11-29,宗申动力,001696,许可类重组问询函,CDD00169643326.pdf
1072,2017-11-29,美丽生态,000010,关注函,CDD00001043329.pdf
1073,2017-11-28,海虹控股,000503,非许可类重组问询函,CDD00050343337.pdf
1074,2017-11-28,中洲控股,000042,关注函,CDD00004243323.pdf
1075,2017-11-27,海印股份,000861,关注函,CDD00086143308.pdf
1076,2017-11-27,汇源通信,000586,关注函,CDD00058643305.pdf
1077,2017-11-24,神州高铁,000008,关注函,CDD00000843281.pdf
1078,2017-11-24,美丽生态,000010,关注函,CDD00001043292.pdf
1079,2017-11-23,*ST三维,000755,非许可类重组问询函,CDD00075543294.pdf
1080,2017-11-23,皇台酒业,000995,关注函,CDD00099543286.pdf
1081,2017-11-23,皇台酒业,000995,关注函,CDD00099543286.pdf
1082,2017-11-23,新大洲Ａ,000571,关注函,CDD00057143291.pdf
