,时间,公司名称,股票代码,问询函类型,文件编号
1083,2017-11-23,深大通,000038,关注函,CDD00003843288.pdf
1084,2017-11-22,建新矿业,000688,关注函,CDD00068843260.pdf
1085,2017-11-17,万泽股份,000534,关注函,CDD00053443251.pdf
1086,2017-11-17,中润资源,000506,关注函,CDD00050643248.pdf
1087,2017-11-17,海虹控股,000503,关注函,CDD00050343253.pdf
1088,2017-11-17,海虹控股,000503,非许可类重组问询函,CDD00050343252.pdf
1089,2017-11-14,*ST烯碳,000511,关注函,CDD00051143224.pdf
1090,2017-11-09,全新好,000007,关注函,CDD00000743184.pdf
1091,2017-11-09,*ST金宇,000803,关注函,CDD00080343177.pdf
1092,2017-11-08,中弘股份,000979,关注函,CDD00097943166.pdf
1093,2017-11-08,财信发展,000838,关注函,CDD00083843173.pdf
1094,2017-11-07,焦作万方,000612,关注函,CDD00061243160.pdf
1095,2017-11-07,藏格控股,000408,关注函,CDD00040843172.pdf
1096,2017-11-02,京汉股份,000615,非许可类重组问询函,CDD00061543135.pdf
1097,2017-11-02,东凌国际,000893,关注函,CDD00089343145.pdf
1098,2017-10-30,美达股份,000782,关注函,CDD00078243137.pdf
1099,2017-10-30,美丽生态,000010,关注函,CDD00001043138.pdf
1100,2017-10-23,*ST金宇,000803,非许可类重组问询函,CDD00080343087.pdf
1101,2017-10-23,茂业通信,000889,许可类重组问询函,CDD00088943091.pdf
1102,2017-10-19,神州易桥,000606,非许可类重组问询函,CDD00060643081.pdf
1103,2017-10-19,西藏矿业,000762,关注函,CDD00076243050.pdf
1104,2017-10-18,全新好,000007,非许可类重组问询函,CDD00000743046.pdf
1105,2017-10-13,新能泰山,000720,非许可类重组问询函,CDD00072043029.pdf
1106,2017-10-12,金浦钛业,000545,关注函,CDD00054543017.pdf
1107,2017-10-11,ST生化,000403,关注函,CDD00040342992.pdf
1108,2017-10-11,ST亚太,000691,关注函,CDD00069142994.pdf
1109,2017-10-09,银河生物,000806,关注函,CDD00080642995.pdf
1110,2017-10-09,恒天海龙,000677,关注函,CDD00067742998.pdf
1111,2017-09-29,远兴能源,000683,关注函,CDD00068342991.pdf
1112,2017-09-28,*ST中基,000972,半年报问询函,CDD00097242973.pdf
1113,2017-09-28,山东地矿,000409,关注函,CDD00040942980.pdf
1114,2017-09-27,*ST佳电,000922,关注函,CDD00092242981.pdf
1115,2017-09-25,ST生化,000403,半年报问询函,CDD00040342968.pdf
1116,2017-09-25,德展健康,000813,关注函,CDD00081342960.pdf
1117,2017-09-25,东北电气,000585,非许可类重组问询函,CDD00058542962.pdf
1118,2017-09-21,*ST中富,000659,半年报问询函,CDD00065942940.pdf
1119,2017-09-20,金路集团,000510,关注函,CDD00051042904.pdf
1120,2017-09-19,安凯客车,000868,关注函,CDD00086842920.pdf
1121,2017-09-19,斯太尔,000760,关注函,CDD00076042919.pdf
1122,2017-09-19,凯迪生态,000939,关注函,CDD00093942908.pdf
1123,2017-09-18,大连友谊,000679,关注函,CDD00067942891.pdf
1124,2017-09-14,方大化工,000818,关注函,CDD00081842887.pdf
1125,2017-09-13,*ST烯碳,000511,半年报问询函,CDD00051142886.pdf
1126,2017-09-11,*ST宝实,000595,关注函,CDD00059542857.pdf
1127,2017-09-11,*ST华泽,000693,半年报问询函,CDD00069342843.pdf
1128,2017-09-07,绵石投资,000609,关注函,CDD00060942822.pdf
1129,2017-09-07,*ST华泽,000693,关注函,CDD00069342841.pdf
1130,2017-09-07,炼石有色,000697,关注函,CDD00069742838.pdf
1131,2017-09-06,长航凤凰,000520,关注函,CDD00052042837.pdf
1132,2017-09-06,银星能源,000862,许可类重组问询函,CDD00086242834.pdf
1133,2017-09-01,深桑达Ａ,000032,许可类重组问询函,CDD00003242809.pdf
1134,2017-09-01,银河生物,000806,关注函,CDD00080642780.pdf
1135,2017-08-29,山东地矿,000409,关注函,CDD00040942763.pdf
1136,2017-08-28,全新好,000007,关注函,CDD00000742756.pdf
1137,2017-08-28,黑芝麻,000716,许可类重组问询函,CDD00071642752.pdf
1138,2017-08-28,瓦轴B,000706,关注函,CDD00070642758.pdf
1139,2017-08-24,东方市场,000301,许可类重组问询函,CDD00030142751.pdf
1140,2017-08-23,*ST三维,000755,关注函,CDD00075542679.pdf
1141,2017-08-18,ST生化,000403,关注函,CDD00040342707.pdf
1142,2017-08-18,*ST华泽,000693,关注函,CDD00069342708.pdf
1143,2017-08-17,*ST川化,000155,非许可类重组问询函,CDD00015542696.pdf
1144,2017-08-17,兰州黄河,000929,关注函,CDD00092942698.pdf
1145,2017-08-15,斯太尔,000760,关注函,CDD00076042683.pdf
1146,2017-08-09,模塑科技,000700,许可类重组问询函,CDD00070042660.pdf
1147,2017-08-09,模塑科技,000700,许可类重组问询函,CDD00070042660.pdf
1148,2017-08-09,四环生物,000518,关注函,CDD00051842649.pdf
1149,2017-08-04,双环科技,000707,关注函,CDD00070742632.pdf
1150,2017-08-04,湖北宜化,000422,关注函,CDD00042242631.pdf
1151,2017-08-02,四环生物,000518,关注函,CDD00051842619.pdf
1152,2017-07-31,东方电子,000682,许可类重组问询函,CDD00068242499.pdf
1153,2017-07-31,恒立实业,000622,关注函,CDD00062242590.pdf
1154,2017-07-27,当代东方,000673,许可类重组问询函,CDD00067342556.pdf
1155,2017-07-26,山东地矿,000409,关注函,CDD00040942570.pdf
1156,2017-07-25,西部创业,000557,关注函,CDD00055742565.pdf
1157,2017-07-25,西部创业,000557,关注函,CDD00055742565.pdf
1158,2017-07-20,平潭发展,000592,关注函,CDD00059242546.pdf
1159,2017-07-20,康达尔,000048,关注函,CDD00004842552.pdf
1160,2017-07-20,TCL 集团,000100,许可类重组问询函,CDD00010042541.pdf
1161,2017-07-20,*ST中富,000659,关注函,CDD00065942545.pdf
1162,2017-07-13,同力水泥,000885,非许可类重组问询函,CDD00088542507.pdf
1163,2017-07-10,*ST华菱,000932,关注函,CDD00093242480.pdf
1164,2017-07-10,*ST华菱,000932,关注函,CDD00093242480.pdf
1165,2017-07-10,*ST华菱,000932,关注函,CDD00093242480.pdf
1166,2017-07-10,*ST天首,000611,非许可类重组问询函,CDD00061142452.pdf
1167,2017-07-09,中鼎股份,000887,关注函,CDD00088742459.pdf
1168,2017-07-07,*ST烯碳,000511,关注函,CDD00051142456.pdf
1169,2017-07-05,康达尔,000048,关注函,CDD00004842444.pdf
1170,2017-07-05,康达尔,000048,关注函,CDD00004842444.pdf
1171,2017-07-04,*ST烯碳,000511,年报问询函,CDD00051142441.pdf
1172,2017-07-03,*ST烯碳,000511,关注函,CDD00051142437.pdf
1173,2017-07-03,深华发Ａ,000020,非许可类重组问询函,CDD00002042421.pdf
1174,2017-07-03,四川双马,000935,非许可类重组问询函,CDD00093542429.pdf
1175,2017-07-03,ST生化,000403,关注函,CDD00040342417.pdf
1176,2017-06-30,黑芝麻,000716,关注函,CDD00071642419.pdf
1177,2017-06-30,诚志股份,000990,关注函,CDD00099042426.pdf
1178,2017-06-30,*ST三维,000755,年报问询函,CDD00075542399.pdf
1179,2017-06-28,ST生化,000403,关注函,CDD00040342384.pdf
1180,2017-06-28,焦作万方,000612,年报问询函,CDD00061242394.pdf
1181,2017-06-28,ST生化,000403,关注函,CDD00040342396.pdf
1182,2017-06-28,舜喆B,000168,非许可类重组问询函,CDD00016842390.pdf
1183,2017-06-28,凯迪生态,000939,关注函,CDD00093942387.pdf
1184,2017-06-28,凯迪生态,000939,关注函,CDD00093942387.pdf
1185,2017-06-28,凯迪生态,000939,关注函,CDD00093942387.pdf
1186,2017-06-28,凯迪生态,000939,关注函,CDD00093942387.pdf
1187,2017-06-28,凯迪生态,000939,关注函,CDD00093942387.pdf
1188,2017-06-28,东凌国际,000893,关注函,CDD00089342391.pdf
1189,2017-06-26,山东地矿,000409,年报问询函,CDD00040942378.pdf
1190,2017-06-26,*ST川化,000155,关注函,CDD00015542369.pdf
1191,2017-06-26,康达尔,000048,关注函,CDD00004842350.pdf
1192,2017-06-26,康达尔,000048,关注函,CDD00004842350.pdf
1193,2017-06-23,神州数码,000034,年报问询函,CDD00003442323.pdf
1194,2017-06-22,*ST钒钛,000629,年报问询函,CDD00062942341.pdf
1195,2017-06-20,华北高速,000916,许可类重组问询函,CDD00091642312.pdf
1196,2017-06-19,凯迪生态,000939,关注函,CDD00093942253.pdf
1197,2017-06-19,欢瑞世纪,000892,年报问询函,CDD00089242254.pdf
1198,2017-06-15,康达尔,000048,关注函,CDD00004842222.pdf
1199,2017-06-15,康达尔,000048,关注函,CDD00004842222.pdf
1200,2017-06-14,河北宣工,000923,关注函,CDD00092342181.pdf
1201,2017-06-12,京山轻机,000821,许可类重组问询函,CDD00082142118.pdf
1202,2017-06-11,银亿股份,000981,许可类重组问询函,CDD00098142089.pdf
1203,2017-06-07,*ST华泽,000693,关注函,CDD00069342040.pdf
1204,2017-06-07,特  力Ａ,000025,年报问询函,CDD00002542058.pdf
1205,2017-06-07,*ST华泽,000693,关注函,CDD00069342067.pdf
1206,2017-06-06,天夏智慧,000662,年报问询函,CDD00066242036.pdf
1207,2017-06-05,*ST华菱,000932,年报问询函,CDD00093242028.pdf
1208,2017-06-05,*ST华菱,000932,年报问询函,CDD00093242028.pdf
1209,2017-06-05,*ST平能,000780,年报问询函,CDD00078042021.pdf
1210,2017-06-05,*ST平能,000780,年报问询函,CDD00078042021.pdf
1211,2017-06-05,斯太尔,000760,关注函,CDD00076042006.pdf
1212,2017-06-01,*ST沈机,000410,年报问询函,CDD00041041585.pdf
1213,2017-05-31,*ST 中绒,000982,非许可类重组问询函,CDD00098241853.pdf
1214,2017-05-31,神州长城,000018,年报问询函,CDD00001841921.pdf
1215,2017-05-31,贵糖股份,000833,年报问询函,CDD00083341879.pdf
1216,2017-05-26,神雾节能,000820,年报问询函,CDD00082041974.pdf
1217,2017-05-26,*ST华泽,000693,关注函,CDD00069341941.pdf
1218,2017-05-23,荣丰控股,000668,年报问询函,CDD00066841845.pdf
1219,2017-05-23,三木集团,000632,年报问询函,CDD00063241826.pdf
1220,2017-05-22,中润资源,000506,年报问询函,CDD00050641734.pdf
1221,2017-05-22,斯太尔,000760,年报问询函,CDD00076041678.pdf
1222,2017-05-22,万 家 乐,000533,关注函,CDD00053341804.pdf
1223,2017-05-22,万方发展,000638,年报问询函,CDD00063841818.pdf
1224,2017-05-19,中弘股份,000979,非许可类重组问询函,CDD00097941760.pdf
1225,2017-05-19,黑芝麻,000716,许可类重组问询函,CDD00071641778.pdf
1226,2017-05-17,绵石投资,000609,年报问询函,CDD00060941754.pdf
1227,2017-05-17,国海证券,000750,年报问询函,CDD00075041746.pdf
1228,2017-05-17,全新好,000007,年报问询函,CDD00000741737.pdf
1229,2017-05-15,*ST建峰,000950,年报问询函,CDD00095041541.pdf
1230,2017-05-15,东凌国际,000893,关注函,CDD00089341692.pdf
1231,2017-05-15,东凌国际,000893,关注函,CDD00089341692.pdf
1232,2017-05-15,康达尔,000048,年报问询函,CDD00004841677.pdf
1233,2017-05-15,东北电气,000585,年报问询函,CDD00058541669.pdf
1234,2017-05-14,英 力 特,000635,关注函,CDD00063541700.pdf
1235,2017-05-14,英 力 特,000635,关注函,CDD00063541700.pdf
1236,2017-05-14,英 力 特,000635,关注函,CDD00063541700.pdf
1237,2017-05-14,英 力 特,000635,关注函,CDD00063541700.pdf
1238,2017-05-13,*ST皇台,000995,年报问询函,CDD00099541663.pdf
1239,2017-05-12,*ST中富,000659,年报问询函,CDD00065941636.pdf
1240,2017-05-12,*ST中富,000659,年报问询函,CDD00065941636.pdf
1241,2017-05-12,宜华健康,000150,年报问询函,CDD00015041629.pdf
1242,2017-05-12,*ST中基,000972,年报问询函,CDD00097241577.pdf
1243,2017-05-12,中水渔业,000798,年报问询函,CDD00079841575.pdf
1244,2017-05-12,金科股份,000656,年报问询函,CDD00065641588.pdf
1245,2017-05-12,京汉股份,000615,年报问询函,CDD00061541596.pdf
1246,2017-05-11,*ST宝实,000595,关注函,CDD00059541614.pdf
1247,2017-05-11,津滨发展,000897,年报问询函,CDD00089741422.pdf
1248,2017-05-11,*ST新城,000809,年报问询函,CDD00080941467.pdf
1249,2017-05-11,*ST东海A,000613,年报问询函,CDD00061341647.pdf
1250,2017-05-11,东凌国际,000893,关注函,CDD00089341627.pdf
1251,2017-05-11,东凌国际,000893,关注函,CDD00089341626.pdf
1252,2017-05-11,东凌国际,000893,关注函,CDD00089341625.pdf
1253,2017-05-11,斯太尔,000760,关注函,CDD00076041655.pdf
1254,2017-05-11,德展健康,000813,年报问询函,CDD00081341601.pdf
1255,2017-05-09,天音控股,000829,许可类重组问询函,CDD00082941611.pdf
1256,2017-05-08,*ST华泽,000693,年报问询函,CDD00069341581.pdf
1257,2017-05-08,*ST天首,000611,年报问询函,CDD00061141589.pdf
1258,2017-05-05,中银绒业,000982,年报问询函,CDD00098241509.pdf
1259,2017-05-05,ST生化,000403,年报问询函,CDD00040341555.pdf
1260,2017-05-05,深中华A,000017,年报问询函,CDD00001741579.pdf
1261,2017-05-05,绵石投资,000609,关注函,CDD00060941539.pdf
1262,2017-05-05,ST亚太,000691,年报问询函,CDD00069141493.pdf
1263,2017-05-05,*ST珠江,000505,年报问询函,CDD00050541490.pdf
1264,2017-05-05,*ST合金,000633,年报问询函,CDD00063341569.pdf
1265,2017-05-03,金科股份,000656,关注函,CDD00065641523.pdf
1266,2017-05-03,*ST煤气,000968,年报问询函,CDD00096841530.pdf
1267,2017-05-03,*ST宁通B,000468,关注函,CDD00046841494.pdf
1268,2017-05-02,*ST华泽,000693,关注函,CDD00069341506.pdf
1269,2017-05-02,*ST钱江,000913,年报问询函,CDD00091341507.pdf
1270,2017-04-28,凯迪生态,000939,年报问询函,CDD00093941461.pdf
1271,2017-04-28,凯迪生态,000939,年报问询函,CDD00093941461.pdf
1272,2017-04-28,*ST天首,000611,非许可类重组问询函,CDD00061141471.pdf
1273,2017-04-28,*ST川化,000155,关注函,CDD00015541470.pdf
1274,2017-04-27,*ST瓦轴B,000706,年报问询函,CDD00070641431.pdf
1275,2017-04-27,美锦能源,000723,关注函,CDD00072341429.pdf
1276,2017-04-27,美锦能源,000723,关注函,CDD00072341429.pdf
1277,2017-04-26,*ST新都,000033,公司部函,CDD00003341430.pdf
1278,2017-04-26,*ST金宇,000803,年报问询函,CDD00080341428.pdf
1279,2017-04-26,*ST恒立,000622,年报问询函,CDD00062241385.pdf
1280,2017-04-26,*ST河化,000953,非许可类重组问询函,CDD00095341414.pdf
1281,2017-04-26,太阳能,000591,年报问询函,CDD00059141420.pdf
1282,2017-04-26,泸天化,000912,年报问询函,CDD00091241394.pdf
1283,2017-04-25,惠天热电,000692,关注函,CDD00069241382.pdf
1284,2017-04-25,美丽生态,000010,年报问询函,CDD00001041391.pdf
1285,2017-04-25,全新好,000007,关注函,CDD00000741376.pdf
1286,2017-04-25,华控赛格,000068,年报问询函,CDD00006841364.pdf
1287,2017-04-25,ST亚太,000691,关注函,CDD00069141359.pdf
1288,2017-04-24,*ST生物,000504,年报问询函,CDD00050441395.pdf
1289,2017-04-24,一汽夏利,000927,年报问询函,CDD00092741317.pdf
1290,2017-04-24,首钢股份,000959,年报问询函,CDD00095941343.pdf
1291,2017-04-24,*ST宝实,000595,年报问询函,CDD00059541268.pdf
1292,2017-04-24,中鼎股份,000887,关注函,CDD00088741366.pdf
1293,2017-04-24,*ST宁通B,000468,关注函,CDD00046841397.pdf
1294,2017-04-21,*ST金源,000408,年报问询函,CDD00040841358.pdf
1295,2017-04-21,*ST五稀,000831,年报问询函,CDD00083141360.pdf
1296,2017-04-20,炼石有色,000697,非许可类重组问询函,CDD00069741340.pdf
1297,2017-04-19,*ST金源,000408,关注函,CDD00040841337.pdf
1298,2017-04-18,*ST神火,000933,年报问询函,CDD00093341320.pdf
1299,2017-04-18,中银绒业,000982,关注函,CDD00098241280.pdf
1300,2017-04-17,东方电子,000682,许可类重组问询函,CDD00068241314.pdf
1301,2017-04-14,东旭蓝天,000040,关注函,CDD00004041252.pdf
1302,2017-04-13,泸天化,000912,关注函,CDD00091241273.pdf
1303,2017-04-13,一汽轿车,000800,年报问询函,CDD00080041254.pdf
1304,2017-04-13,中广核技,000881,关注函,CDD00088141267.pdf
1305,2017-04-12,长航凤凰,000520,关注函,CDD00052041251.pdf
1306,2017-04-11,西部创业,000557,年报问询函,CDD00055741219.pdf
1307,2017-04-11,中国武夷,000797,关注函,CDD00079741222.pdf
1308,2017-04-11,西部创业,000557,关注函,CDD00055741202.pdf
1309,2017-04-10,盐湖股份,000792,关注函,CDD00079241213.pdf
1310,2017-04-07,东凌国际,000893,关注函,CDD00089341125.pdf
1311,2017-04-06,*ST南电A,000037,年报问询函,CDD00003741169.pdf
1312,2017-04-06,京蓝科技,000711,关注函,CDD00071141157.pdf
1313,2017-03-31,东方能源,000958,关注函,CDD00095841133.pdf
1314,2017-03-29,天音控股,000829,许可类重组问询函,CDD00082941104.pdf
1315,2017-03-29,长航凤凰,000520,年报问询函,CDD00052041098.pdf
1316,2017-03-27,*ST烯碳,000511,关注函,CDD00051141079.pdf
1317,2017-03-27,英洛华,000795,年报问询函,CDD00079541066.pdf
1318,2017-03-27,盐湖股份,000792,关注函,CDD00079241078.pdf
1319,2017-03-27,*ST天仪,000710,年报问询函,CDD00071041070.pdf
1320,2017-03-27,银泰资源,000975,许可类重组问询函,CDD00097541031.pdf
1321,2017-03-27,胜利股份,000407,关注函,CDD00040741036.pdf
1322,2017-03-26,佳电股份,000922,年报问询函,CDD00092241024.pdf
1323,2017-03-25,*ST冀装,000856,年报问询函,CDD00085641030.pdf
1324,2017-03-25,华塑控股,000509,关注函,CDD00050941050.pdf
1325,2017-03-24,东旭光电,000413,许可类重组问询函,CDD00041341037.pdf
1326,2017-03-24,*ST韶钢,000717,年报问询函,CDD00071741014.pdf
1327,2017-03-20,汇源通信,000586,关注函,CDD00058641012.pdf
1328,2017-03-20,*ST东钽,000962,关注函,CDD00096241002.pdf
1329,2017-03-17,*ST盈方,000670,年报问询函,CDD00067040996.pdf
1330,2017-03-16,云内动力,000903,许可类重组问询函,CDD00090340984.pdf
1331,2017-03-16,*ST河化,000953,年报问询函,CDD00095340959.pdf
1332,2017-03-16,友利控股,000584,非许可类重组问询函,CDD00058440980.pdf
1333,2017-03-15,深天马Ａ,000050,许可类重组问询函,CDD00005040990.pdf
1334,2017-03-15,华塑控股,000509,年报问询函,CDD00050940970.pdf
1335,2017-03-14,山东地矿,000409,关注函,CDD00040940974.pdf
1336,2017-03-13,珠海中富,000659,关注函,CDD00065940965.pdf
1337,2017-03-09,昆百大Ａ,000560,许可类重组问询函,CDD00056040935.pdf
1338,2017-03-06,京蓝科技,000711,许可类重组问询函,CDD00071140916.pdf
1339,2017-03-06,深中华A,000017,关注函,CDD00001740917.pdf
1340,2017-03-06,恒天海龙,000677,年报问询函,CDD00067740881.pdf
1341,2017-03-06,新洋丰,000902,关注函,CDD00090240899.pdf
1342,2017-03-03,*ST易桥,000606,年报问询函,CDD00060640883.pdf
1343,2017-03-03,韶能股份,000601,关注函,CDD00060140908.pdf
1344,2017-03-01,银河生物,000806,关注函,CDD00080640888.pdf
1345,2017-03-01,东凌国际,000893,关注函,CDD00089340887.pdf
1346,2017-03-01,ST华泽,000693,关注函,CDD00069340884.pdf
1347,2017-02-27,同力水泥,000885,关注函,CDD00088540870.pdf
1348,2017-02-27,韶能股份,000601,关注函,CDD00060140876.pdf
1349,2017-02-22,康达尔,000048,关注函,CDD00004840846.pdf
1350,2017-02-22,云内动力,000903,关注函,CDD00090340847.pdf
1351,2017-02-21,格力电器,000651,关注函,CDD00065140839.pdf
1352,2017-02-14,焦作万方,000612,关注函,CDD00061240809.pdf
1353,2017-02-14,*ST恒立,000622,关注函,CDD00062240805.pdf
1354,2017-02-14,ST华泽,000693,关注函,CDD00069340806.pdf
1355,2017-02-13,中银绒业,000982,关注函,CDD00098240803.pdf
1356,2017-02-10,惠天热电,000692,关注函,CDD00069240788.pdf
1357,2017-02-10,秦川机床,000837,关注函,CDD00083740793.pdf
1358,2017-02-09,中鼎股份,000887,非许可类重组问询函,CDD00088740777.pdf
1359,2017-02-09,同力水泥,000885,关注函,CDD00088540785.pdf
1360,2017-02-03,天夏智慧,000662,非许可类重组问询函,CDD00066240754.pdf
1361,2017-01-26,万 家 乐,000533,关注函,CDD00053340741.pdf
1362,2017-01-26,*ST烯碳,000511,关注函,CDD00051140725.pdf
1363,2017-01-25,万方发展,000638,非许可类重组问询函,CDD00063840748.pdf
1364,2017-01-25,舜喆B,000168,关注函,CDD00016840743.pdf
1365,2017-01-25,闽东电力,000993,关注函,CDD00099340745.pdf
1366,2017-01-25,同力水泥,000885,关注函,CDD00088540735.pdf
1367,2017-01-20,*ST皇台,000995,关注函,CDD00099540713.pdf
1368,2017-01-20,美达股份,000782,关注函,CDD00078240711.pdf
1369,2017-01-19,ST华泽,000693,关注函,CDD00069340701.pdf
1370,2017-01-17,盛达矿业,000603,关注函,CDD00060340691.pdf
1371,2017-01-16,漳泽电力,000767,关注函,CDD00076740687.pdf
1372,2017-01-13,阳 光 城,000671,非许可类重组问询函,CDD00067140671.pdf
1373,2017-01-13,四环生物,000518,关注函,CDD00051840669.pdf
1374,2017-01-10,*ST烯碳,000511,关注函,CDD00051140643.pdf
1375,2017-01-10,凯迪生态,000939,关注函,CDD00093940649.pdf
1376,2017-01-09,中国中期,000996,关注函,CDD00099640642.pdf
1377,2017-01-05,渝三峡Ａ,000565,关注函,CDD00056540629.pdf
1378,2017-01-05,ST亚太,000691,关注函,CDD00069140621.pdf
1379,2017-01-05,金宇车城,000803,许可类重组问询函,CDD00080340618.pdf
1380,2017-01-03,友利控股,000584,关注函,CDD00058440611.pdf
1381,2017-01-03,焦作万方,000612,关注函,CDD00061240616.pdf
1382,2017-01-03,中润资源,000506,关注函,CDD00050640579.pdf
1383,2017-01-03,*ST皇台,000995,关注函,CDD00099540573.pdf
1384,2017-01-03,越秀金控,000987,许可类重组问询函,CDD00098740608.pdf
1385,2017-01-03,穗恒运Ａ,000531,非许可类重组问询函,CDD00053140604.pdf
1386,2016-12-30,恒天海龙,000677,关注函,CDD00067740596.pdf
1387,2016-12-30,恒天海龙,000677,关注函,CDD00067740596.pdf
1388,2016-12-30,恒天海龙,000677,关注函,CDD00067740591.pdf
1389,2016-12-29,康达尔,000048,关注函,CDD00004840589.pdf
1390,2016-12-28,*ST金源,000408,关注函,CDD00040840562.pdf
1391,2016-12-28,宝塔实业,000595,关注函,CDD00059540565.pdf
1392,2016-12-26,金宇车城,000803,关注函,CDD00080340544.pdf
1393,2016-12-22,航天发展,000547,许可类重组问询函,CDD00054740531.pdf
1394,2016-12-21,恒天海龙,000677,关注函,CDD00067740518.pdf
1395,2016-12-20,中银绒业,000982,关注函,CDD00098240507.pdf
1396,2016-12-20,渤海金控,000415,非许可类重组问询函,CDD00041540516.pdf
1397,2016-12-16,建摩B,000054,关注函,CDD00005440480.pdf
1398,2016-12-15,国海证券,000750,关注函,CDD00075040492.pdf
1399,2016-12-13,*ST烯碳,000511,关注函,CDD00051140473.pdf
1400,2016-12-13,长春高新,000661,关注函,CDD00066140467.pdf
1401,2016-12-13,康达尔,000048,关注函,CDD00004840471.pdf
1402,2016-12-13,康达尔,000048,关注函,CDD00004840471.pdf
1403,2016-12-13,康达尔,000048,关注函,CDD00004840471.pdf
1404,2016-12-13,康达尔,000048,关注函,CDD00004840471.pdf
1405,2016-12-13,天兴仪表,000710,许可类重组问询函,CDD00071040456.pdf
1406,2016-12-13,全新好,000007,关注函,CDD00000740458.pdf
1407,2016-12-12,*ST五稀,000831,关注函,CDD00083140453.pdf
1408,2016-12-12,珠海中富,000659,关注函,CDD00065940450.pdf
1409,2016-12-09,斯太尔,000760,关注函,CDD00076040426.pdf
1410,2016-12-09,中天城投,000540,非许可类重组问询函,CDD00054040437.pdf
1411,2016-12-09,ST生化,000403,关注函,CDD00040340435.pdf
1412,2016-12-08,广东甘化,000576,许可类重组问询函,CDD00057640429.pdf
1413,2016-12-08,上峰水泥,000672,关注函,CDD00067240430.pdf
1414,2016-12-07,长航凤凰,000520,关注函,CDD00052040419.pdf
1415,2016-12-07,建新矿业,000688,关注函,CDD00068840421.pdf
1416,2016-12-07,南  玻Ａ,000012,关注函,CDD00001240416.pdf
1417,2016-12-02,格力电器,000651,关注函,CDD00065140400.pdf
1418,2016-12-02,*ST恒立,000622,非许可类重组问询函,CDD00062240399.pdf
1419,2016-12-02,*ST天首,000611,非许可类重组问询函,CDD00061140395.pdf
1420,2016-12-02,新大洲Ａ,000571,非许可类重组问询函,CDD00057140390.pdf
1421,2016-12-01,全新好,000007,关注函,CDD00000740389.pdf
1422,2016-12-01,中银绒业,000982,关注函,CDD00098240366.pdf
1423,2016-11-29,凯迪生态,000939,关注函,CDD00093940365.pdf
1424,2016-11-29,*ST珠江,000505,关注函,CDD00050540357.pdf
1425,2016-11-28,*ST合金,000633,关注函,CDD00063340344.pdf
1426,2016-11-28,格力电器,000651,关注函,CDD00065140352.pdf
1427,2016-11-28,四川双马,000935,关注函,CDD00093540345.pdf
1428,2016-11-27,焦作万方,000612,关注函,CDD00061240343.pdf
1429,2016-11-24,一汽轿车,000800,关注函,CDD00080040319.pdf
1430,2016-11-23,天夏智慧,000662,非许可类重组问询函,CDD00066240310.pdf
1431,2016-11-22,汇源通信,000586,关注函,CDD00058640296.pdf
1432,2016-11-22,*ST川化,000155,关注函,CDD00015540290.pdf
1433,2016-11-22,*ST川化,000155,关注函,CDD00015540292.pdf
1434,2016-11-17,南  玻Ａ,000012,关注函,CDD00001240281.pdf
1435,2016-11-17,南  玻Ａ,000012,关注函,CDD00001240276.pdf
1436,2016-11-17,首钢股份,000959,关注函,CDD00095940273.pdf
1437,2016-11-17,*ST珠江,000505,关注函,CDD00050540268.pdf
1438,2016-11-17,承德露露,000848,关注函,CDD00084840277.pdf
1439,2016-11-16,*ST川化,000155,关注函,CDD00015540266.pdf
1440,2016-11-16,南  玻Ａ,000012,关注函,CDD00001240269.pdf
1441,2016-11-16,法 尔 胜,000890,关注函,CDD00089040253.pdf
1442,2016-11-15,南  玻Ａ,000012,关注函,CDD00001240259.pdf
1443,2016-11-15,万 家 乐,000533,非许可类重组问询函,CDD00053340246.pdf
1444,2016-11-15,宝塔实业,000595,关注函,CDD00059540234.pdf
1445,2016-11-14,*ST南电A,000037,关注函,CDD00003740232.pdf
1446,2016-11-11,陕西金叶,000812,许可类重组问询函,CDD00081240222.pdf
1447,2016-11-11,*ST川化,000155,关注函,CDD00015540219.pdf
1448,2016-11-10,河池化工,000953,关注函,CDD00095340211.pdf
1449,2016-11-10,*ST珠江,000505,许可类重组问询函,CDD00050540203.pdf
1450,2016-11-07,*ST南电A,000037,非许可类重组问询函,CDD00003740196.pdf
1451,2016-11-07,*ST川化,000155,关注函,CDD00015540186.pdf
1452,2016-11-07,长城动漫,000835,非许可类重组问询函,CDD00083540188.pdf
1453,2016-11-03,金浦钛业,000545,关注函,CDD00054540174.pdf
1454,2016-11-03,漳州发展,000753,关注函,CDD00075340173.pdf
1455,2016-11-02,*ST烯碳,000511,关注函,CDD00051140156.pdf
1456,2016-11-02,格力电器,000651,关注函,CDD00065140169.pdf
1457,2016-10-31,格力电器,000651,关注函,CDD00065140150.pdf
1458,2016-10-28,民生控股,000416,非许可类重组问询函,CDD00041640141.pdf
1459,2016-10-28,美丽生态,000010,关注函,CDD00001040139.pdf
1460,2016-10-28,宝塔实业,000595,关注函,CDD00059540115.pdf
1461,2016-10-27,ST华泽,000693,关注函,CDD00069340137.pdf
1462,2016-10-27,ST华泽,000693,第三季报审查问询函,CDD00069340134.pdf
1463,2016-10-27,银泰资源,000975,许可类重组问询函,CDD00097540121.pdf
